year,ticker,return_pct
2015,QQQ,-0.995669978119551
2016,QQQ,7.097895202393878
2017,QQQ,32.66355655573135
2018,QQQ,-0.12623183386816228
2019,QQQ,38.961614005490965
2020,QQQ,48.406069207622934
2021,QQQ,27.419745703655263
2022,QQQ,-32.576999470913236
2023,QQQ,54.85556805609815
2024,QQQ,25.578264727390355
2025,QQQ,20.772548258556768
2026,QQQ,12.258392842648934
2015,SPMO,-1.1063547876229207
2016,SPMO,7.175023089434807
2017,SPMO,27.760542754143902
2018,SPMO,-0.9172867778558191
2019,SPMO,25.927902311602423
2020,SPMO,27.80022504466362
2021,SPMO,22.506158750929607
2022,SPMO,-10.450449112659133
2023,SPMO,17.557802280124758
2024,SPMO,45.81727469604462
2025,SPMO,26.581665920012142
2026,SPMO,21.067941269343926
2015,GDX,-7.502132846733045
2016,GDX,52.91894787616896
2017,GDX,11.986154325655484
2018,GDX,-8.771135141367637
2019,GDX,39.8179087055041
2020,GDX,23.661433271189857
2021,GDX,-9.522226925156275
2022,GDX,-9.006960696558918
2023,GDX,9.976260899722744
2024,GDX,10.635611366127762
2025,GDX,154.77121898996612
2026,GDX,-13.60615439628644
2015,GLD,-7.172922002182025
2016,GLD,8.032723831481015
2017,GLD,12.80905103306913
2018,GLD,-1.9409636039321776
2019,GLD,17.855665069265413
2020,GLD,24.814561391482016
2021,GLD,-4.148908875959545
2022,GLD,-0.7721146890384167
2023,GLD,12.691581500094419
2024,GLD,26.65690600092574
2025,GLD,63.67653308824839
2026,GLD,-6.25015497117497
2015,SLV,-10.878382362180371
2016,SLV,14.556483224983886
2017,SLV,5.82395853365909
2018,SLV,-9.193241615985936
2019,SLV,14.876031537982449
2020,SLV,47.302153748763295
2021,SLV,-12.454210435285384
2022,SLV,2.3709912759417584
2023,SLV,-1.0899171940459085
2024,SLV,20.890721274634316
2025,SLV,144.66387525867455
2026,SLV,-18.720890874547536
2015,AIA,-5.178590501091551
2016,AIA,11.950561286952865
2017,AIA,45.00154947348087
2018,AIA,-14.222279830532603
2019,AIA,22.21276301772459
2020,AIA,33.73127875218094
2021,AIA,-10.9133970275903
2022,AIA,-24.082910010885115
2023,AIA,4.869230850295891
2024,AIA,20.258793439442524
2025,AIA,47.79145587884901
2026,AIA,37.369900871170245
2015,XLE,-10.530108373647916
2016,XLE,28.025388642572445
2017,XLE,-0.8874523142840873
2018,XLE,-18.217591100317875
2019,XLE,11.741458862823805
2020,XLE,-32.67131104323606
2021,XLE,53.27982776450524
2022,XLE,64.32488942501003
2023,XLE,-0.6302498801006418
2024,XLE,5.559227335747985
2025,XLE,7.876272906674853
2026,XLE,35.02873712849461
