kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472276410622309,19.210168061579175,13.398112765768614,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3432927595120174,19.287340834023908,11.499993553910777,15.805188535754064,27.04832289350151,0.0,47.6163106493525,4.2722388524520225,0.0,5.257865271314878
benchmark,Benchmark,0.9194009307085046,17.690016198946815,15.064737241077935,,,,,,,
