metric,unit,optimized,provided,benchmark
alpha,percent,7.419169180162805,4.474910550905623,4.163336342344337e-15
beta,ratio,0.5816584608964798,0.7876792676686737,0.9999999999999997
calmar_ratio,ratio,2.9866830754877887,3.300441060898597,2.602768705658591
excess_kurtosis,ratio,1.5343936275139538,1.772274994317773,0.48075649798188813
historical_var_95,percent,2.992971890647601,5.310599996099546,5.537142165158571
modigliani_modigliani,percent,24.075835218511727,21.12216572692487,17.69001619894681
r_squared,ratio,0.5805826161104324,0.7843947785989003,1.0
skewness,ratio,-0.3899109952021861,-0.4872493298224887,-0.5554200188881318
treynor_ratio,ratio,0.2655829685962832,0.19513888372930938,0.1385053344032613
