point,ex_ante_sharpe,ex_post_sharpe,cagr_pct,monthly_gain_to_pain_ratio,pain_ratio,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_cagr_pct,delta_sharpe,delta_monthly_gain_to_pain_ratio,delta_pain_ratio,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
1,1.2381159784714906,1.2381159784714901,17.645338792508515,2.290080827202065,10.059999161719368,16.90520556580796,10.552907025170205,-9.2363012313338,9.2363012313338,51.85185185185185,148.21397374799093,1.372351608777694,12,108,,,,,,,,,,,gmv_to_max_sharpe
2,1.243653476411045,1.2436534764110452,17.713884223689845,2.2975993108481476,10.187650648400197,16.964441465441272,10.55354964688138,-9.284458324101452,9.284458324101452,50.92592592592593,147.0835043271506,1.3618842993254685,12,108,0.06854543118133094,0.005537497939555047,0.00751848364608243,0.12765148668082915,0.0481570927676529,-0.9259259259259167,-0.010467309452225404,0.869654369054672,-16.72101617071333,-0.18902597466368504,gmv_to_max_sharpe
3,1.249038225380526,1.2490382253805261,17.782310594406113,2.305114484574637,10.314810892102356,17.023677365074587,10.555477277276491,-9.332676050380828,9.332676050380828,50.0,145.98671968070468,1.3517288859324508,11,108,0.06842637071626712,0.005384748969480935,0.007515173726489355,0.12716024370215884,0.048217726279375484,-0.9259259259259309,-0.010155413393017731,0.8954498446010838,-17.195340603132816,-0.1885958556392401,gmv_to_max_sharpe
4,1.2542684266454702,1.2542684266454702,17.850617658029577,2.312626350566781,10.437342972360323,17.0829132647079,10.558689212568837,-9.380954410171983,9.380954410171983,49.074074074074076,144.9796728097708,1.342404377868248,11,108,0.06830706362346461,0.005230201264944112,0.007511865992143818,0.12253208025796702,0.04827835979115491,-0.9259259259259238,-0.009324508064202819,0.9230688714551943,-17.703447324905536,-0.17828201233289362,gmv_to_max_sharpe
5,1.2593424531452302,1.25934245314523,17.918805167993778,2.3201349110079,10.552291003852394,17.142149164341216,10.563184281207134,-9.429293403474837,9.429293403474837,49.074074074074076,144.09826450551546,1.334243189865884,11,108,0.06818750996420064,0.005074026499759743,0.007508560441119361,0.11494803149207122,0.048338993302854405,0.0,-0.008161188002363984,0.9526752236146832,0.0,-0.1608424394856909,gmv_to_max_sharpe
6,1.2642588519380726,1.2642588519380726,17.98687287779439,2.3276401680793977,10.66107045856704,17.201385063974527,10.568960846009048,-9.477693030289448,9.477693030289448,49.074074074074076,143.31751570434025,1.3270140342994468,11,108,0.06806770980061216,0.004916398792842669,0.0075052570714975175,0.10877945471464656,0.04839962681461074,0.0,-0.007229155566437218,0.9844528252075745,0.0,-0.14704168378206986,gmv_to_max_sharpe
7,1.2690163461098365,1.2690163461098356,18.054820540989613,2.3351421239607544,10.771006903579293,17.260620963607842,10.576016807135376,-9.52615329061578,9.52615329061578,49.074074074074076,142.53602232727803,1.3197779845118336,11,108,0.06794766319522338,0.004757494171762966,0.007501955881356714,0.10993644501225219,0.04846026032633155,0.0,-0.0072360497876131635,1.0186089268160643,0.0,-0.1520979222751571,gmv_to_max_sharpe
8,1.273613836141224,1.273613836141224,18.122647911200552,2.341889627960701,10.876590934738177,17.31985686324116,10.5843496058924,-9.57467418445389,9.57467418445389,48.148148148148145,141.82585754437574,1.3132023846701457,11,108,0.06782737021093865,0.004597490031388318,0.0067475039999465025,0.10558403115888382,0.04852089383811098,-0.9259259259259309,-0.006575599841687874,1.0553779020040415,-20.139813672338214,-0.1430258640430857,gmv_to_max_sharpe
9,1.2780504007320403,1.278050400732041,18.190354742111992,2.3476546286216964,10.969748904480836,17.379092762874468,10.593956229346334,-9.623255711803713,9.623255711803713,48.148148148148145,141.28802652756912,1.3082224678478622,11,108,0.06770683091144036,0.004436564590817094,0.005765000660995501,0.09315796974265922,0.048581527349822906,0.0,-0.004979916822283492,1.095025810068856,0.0,-0.11224713898206377,gmv_to_max_sharpe
10,1.2823252970839063,1.282325297083907,18.25794078747269,2.3534086267901437,11.06293410264821,17.43832866250779,10.604833215730658,-9.67189787266528,9.67189787266528,49.074074074074076,140.75772780236127,1.303312294466308,11,108,0.06758604536069868,0.004274896351865953,0.00575399816844735,0.09318519816737414,0.04864216086156681,0.9259259259259309,-0.004910173381554195,1.1378559117657894,21.659611127689043,-0.11486064169511266,gmv_to_max_sharpe
11,1.2864379606461331,1.2864379606461331,18.325405801095982,2.359151653933364,11.140860636228245,17.497564562141097,10.616976660623749,-9.720600667038592,9.720600667038592,49.074074074074076,140.42718418897562,1.300251705453478,11,108,0.06746501362329127,0.004112663562226171,0.005743027143220392,0.07792653358003498,0.048702794373312486,0.0,-0.0030605890128301283,1.184215378584234,0.0,-0.07441865755664784,gmv_to_max_sharpe
12,1.2903880043325573,1.2903880043325573,18.392749536860254,2.3648837413988053,11.219137578322085,17.556800461774415,10.630382223871411,-9.769364094923628,9.769364094923628,49.074074074074076,140.09568926998946,1.297182308055458,11,108,0.06734373576427188,0.003950043686424154,0.005732087465441182,0.07827694209384006,0.04876342788503507,0.0,-0.003069397398019813,1.2345035082176274,0.0,-0.07770540383056976,gmv_to_max_sharpe
13,1.2941752172200751,1.2941752172200747,18.45997174870959,2.370051884843144,11.297768750202186,17.616036361407726,10.645045137226058,-9.818188156320417,9.818188156320417,49.074074074074076,139.7632440389031,1.2941041114713252,11,108,0.0672222118493373,0.003787212887517377,0.005168143444338913,0.07863117188010094,0.04882406139678963,0.0,-0.003078196584132886,1.2891818560745116,0.0,-0.08127867842546156,gmv_to_max_sharpe
14,1.2977995627425023,1.297799562742502,18.52707219065408,2.3732261517935798,11.352600574852751,17.67527226104104,10.66096021267155,-9.867072851228953,9.867072851228953,50.0,139.72654531450218,1.2937643084676127,11,108,0.06710044194448983,0.003624345522427408,0.0031742669504355447,0.0548318246505648,0.04888469490853531,0.9259259259259238,-0.00033980300371250216,1.3487868252636894,25.54739663192444,-0.009375568681567614,gmv_to_max_sharpe
15,1.3012611763960305,1.3012611763960298,18.594050616770442,2.3763367622748284,11.40360297312231,17.734508160674356,10.678121851400572,-9.916018179649221,9.916018179649221,49.074074074074076,139.73595296468608,1.293851416339686,11,108,0.06697842611636062,0.0034616136535277064,0.00311061048124861,0.05100239826955821,0.04894532842026855,-0.9259259259259238,8.710787207322213e-05,1.4139454404563232,-26.748390161401147,0.0025163949762114874,gmv_to_max_sharpe
16,1.304560362975083,1.3045603629750826,18.660906781202534,2.379434745610653,11.425979013717825,17.79374406030767,10.696524053409023,-9.965024141581235,9.965024141581235,48.148148148148145,140.09423547138073,1.297168846957229,7,108,0.06685616443209241,0.003299186579052815,0.0030979833358246722,0.02237604059551579,0.04900596193201423,-0.9259259259259309,0.0033174306175429713,1.4853952863158066,-28.06527923594309,0.10055298595738693,gmv_to_max_sharpe
17,1.3076975933596595,1.3076975933596593,18.727640438161863,2.3825201785328556,11.429488494590878,17.852979959940985,10.716160427670166,-10.014090737024972,10.014090737024972,48.148148148148145,140.68180130295525,1.3026092713236597,7,108,0.06673365695932887,0.0031372303845766947,0.0030854329222025356,0.003509480873052695,0.049066595443736816,0.0,0.005440424366430774,1.5640099523757913,0.0,0.17341488190274712,gmv_to_max_sharpe
18,1.310673500877345,1.3106735008773447,18.794251341928113,2.3855931371527923,11.427215385694431,17.9122158595743,10.737024202849556,-10.063217965980487,10.063217965980487,49.074074074074076,141.33933355444947,1.308697532911569,8,108,0.06661090376625012,0.0029759075176853944,0.0030729586199367276,-0.0022731088964462742,0.04912722895551447,0.9259259259259309,0.006088261587909427,1.6508318441873058,31.114069251926853,0.20458504008366377,gmv_to_max_sharpe
19,1.3134888772650166,1.3134888772650166,18.860739246849544,2.388653696967626,11.41668898771536,17.971451759207614,10.75910823852038,-10.112405828447702,10.112405828447702,49.074074074074076,142.09861567345374,1.3157279229023493,8,108,0.06648790492143064,0.0028153763876719307,0.0030605598148336632,-0.010526397979070623,0.04918786246721574,0.0,0.007030389990780206,1.7471149748431962,0.0,0.24971403545064613,gmv_to_max_sharpe
