portfolio,return_3m_pct,return_1y_pct,annualized_3y_pct,annualized_5y_pct,annualized_10y_pct,ytd_pct,full_period_cagr_pct,volatility_3y_pct,volatility_5y_pct
optimized,-8.170997604680586,30.328255917382087,33.514004941858744,23.704391982756977,,10.014646010261608,20.312930327819245,11.860828264110044,11.342751569050584
provided,-6.319228507554097,40.44156249209496,31.666237681437813,23.130668779293863,,20.27922800536146,19.94124053264006,12.28750812910583,11.94884087302732
benchmark,-5.867600792947014,20.246420162467693,22.71477581603221,16.78454106052869,,8.88832490115481,17.8786228067652,12.508003569939104,14.294095676294186
