year,optimized,provided,benchmark
2011,-0.021667205431057712,-0.0191088884944689,0.010448230156925531
2012,0.1523342423143783,0.14668787647086523,0.15990363018278253
2013,0.1929656525462855,0.11072734128075679,0.3230774959721028
2014,0.1306407789653392,0.08038058162341333,0.13463793484096742
2015,0.031341295209308395,-0.020130165502295183,0.012343014952343578
2016,0.09413090457633877,0.08537666118076737,0.11997901624767104
2017,0.25244127195176347,0.2886482581292802,0.2170536767350295
2018,-0.014150858173720526,-0.07286111906913306,-0.04568984697277667
2019,0.32521792298159125,0.25150789181408606,0.312238296970865
2020,0.34682255235879045,0.32434825620059926,0.18331650634741092
2021,0.21016061915422868,0.11859629851323295,0.2872877827790188
2022,-0.22222263465709102,-0.22396236111025047,-0.18175373711458997
2023,0.37062546582521616,0.23186926249931572,0.26175780015766437
2024,0.25944945420720145,0.14356744268826116,0.2488648456442084
2025,0.2808781413739143,0.3228980186834087,0.17719055511914727
2026,0.13644088137894306,0.1698681646590965,0.13081637433046645
