portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,2.27826796244044,0.18573380213500057,0.1780020937355542,0.11499998970674091,0.3524426049016933,-0.10356404314886258,-0.11396921289410855,1.2139763360445242,2.16873367700951,0.1780020937355542
provided,1.0,1.4902343208298272,0.0860398754887397,0.08770253176617364,0.0995245244232568,0.20676462646129723,-0.15777794674940693,-0.15777794674940682,0.49543270330307215,0.7361477590560483,0.08770253176617365
benchmark,1.0,2.112797159984064,0.16737922316150944,0.16581400796584492,0.14302206450632096,0.4341164337656478,-0.13336266295374066,-0.13403065561027627,0.8909057551326749,1.4704382707939487,0.16581400796584492
