date,optimized_drawdown,provided_drawdown,benchmark_drawdown
2011-12-31,0.0,0.0,0.0
2012-01-31,0.0,0.0,0.0
2012-02-29,0.0,0.0,0.0
2012-03-31,0.0,0.0,0.0
2012-04-30,-0.008219050684761142,0.0,-0.0066759580797660645
2012-05-31,-0.07352480289556651,-0.06314995234848908,-0.0663306074756621
2012-06-30,-0.04088649965349167,-0.038979935587396874,-0.02844111178108777
2012-07-31,-0.031045985649746366,-0.025586542291207603,-0.016948056871669337
2012-08-31,0.0,-0.0031829384198487354,0.0
2012-09-30,0.0,0.0,0.0
2012-10-31,-0.03758657294838963,-0.024660229984643678,-0.018198109357335013
2012-11-30,-0.03041607085040976,-0.011166083593631804,-0.01264191798881975
2012-12-31,-0.03433815361838699,-0.002575419093749254,-0.0038204107877396476
2013-01-31,-0.006828617490413635,0.0,0.0
2013-02-28,-0.010541441687810016,-0.006267462815237157,0.0
2013-03-31,0.0,-0.00040201942898288046,0.0
2013-04-30,0.0,0.0,0.0
2013-05-31,0.0,0.0,0.0
2013-06-30,-0.03674047141236214,-0.04550609686782814,-0.013344671476482883
2013-07-31,0.0,-0.0028485381967082724,0.0
2013-08-31,-0.0017130291436077139,0.0,-0.02999226392479426
2013-09-30,0.0,0.0,0.0
2013-10-31,0.0,0.0,0.0
2013-11-30,0.0,0.0,0.0
2013-12-31,0.0,0.0,0.0
2014-01-31,-0.014312205709458015,-0.02702407051378064,-0.03524780773852598
2014-02-28,0.0,0.0,0.0
2014-03-31,-0.01690928579520179,-0.013420033897011074,0.0
2014-04-30,-0.015431109027169265,-0.011725796273053701,0.0
2014-05-31,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0
2014-07-31,-0.005065718805379538,0.0,-0.01343783520931352
2014-08-31,0.0,0.0,0.0
2014-09-30,-0.01960546009985109,-0.033822928152839826,-0.013796436546610114
2014-10-31,-0.00497737873789017,-0.020112897095622806,0.0
2014-11-30,0.0,-0.006457991980896249,0.0
2014-12-31,-0.009560210186139062,-0.010373281907320564,-0.0025364612949400067
2015-01-31,-0.013072992773319858,-0.015301963539753771,-0.03209052945379853
2015-02-28,0.0,0.0,0.0
2015-03-31,-0.020729746487257117,-0.004094284365823597,-0.01570566676914731
2015-04-30,-0.008598499044651708,0.0,-0.006026246380367417
