point,expected_return,volatility,sharpe,weight_SPY,weight_QQQ,weight_TLT,weight_GLD,weight_CPER,weight_MCHI,weight_EWY
1,0.06768833964187161,0.090678484183092,0.5650613625193776,0.31626669175751393,0.0,0.4274242226465677,0.14828024130324835,0.10802884429267,0.0,0.0
2,0.06875089192905297,0.09068586381483536,0.5767322260684594,0.3241694260545476,0.0,0.4212891662218895,0.15059834414035778,0.1039430635832052,0.0,0.0
3,0.06981344421623432,0.09070799910780557,0.5883054738604685,0.33207216035158116,0.0,0.4151541097972113,0.15291644697746712,0.09985728287374046,0.0,0.0
4,0.07087599650341565,0.0907448792640094,0.599775603060614,0.33997489464861463,0.0,0.4090190533725331,0.15523454981457666,0.09577150216427563,0.0,0.0
5,0.07193854879059702,0.0907964863160289,0.6111372721988181,0.3478776289456484,0.0,0.4028839969478548,0.15755265265168594,0.09168572145481084,0.0,0.0
6,0.07300110107777835,0.09086279517070336,0.6223853135197225,0.3557803632426818,0.0,0.3967489405231766,0.15987075548879548,0.08759994074534609,0.0,0.0
7,0.07406365336495972,0.09094377366993722,0.6335147445703929,0.3636830975397155,0.0,0.3906138840984984,0.16218885832590488,0.08351416003588125,0.0,0.0
8,0.07512620565214108,0.09103938266829101,0.6445207789660943,0.3715858318367491,0.0,0.38447882767382013,0.16450696116301422,0.07942837932641648,0.0,0.0
9,0.07618875793932244,0.09114957612692165,0.6553988362815458,0.3794885661337828,0.0,0.3783437712491418,0.1668250640001237,0.07534259861695163,0.0,0.0
10,0.07725131022650378,0.09127430122334894,0.6661445510225193,0.38739130043081627,0.0,0.37220871482446366,0.16914316683723313,0.0712568179074869,0.0,0.0
11,0.07831386251368512,0.09141349847644485,0.6767537806404417,0.39529403472784985,0.0,0.36607365839978556,0.17146126967434253,0.06717103719802209,0.0,0.0
12,0.07937641480086649,0.09156710188596408,0.687222612560707,0.4031967690248835,0.0,0.3599386019751073,0.17377937251145192,0.06308525648855734,0.0,0.0
13,0.08043896708804782,0.09173503908586544,0.6975473702035575,0.41109950332191697,0.0,0.35380354555042914,0.17609747534856127,0.058999475779092606,0.0,0.0
14,0.08150151937522919,0.09191723151061063,0.707724617984583,0.4190022376189506,0.0,0.3476684891257509,0.17841557818567075,0.05491369506962778,0.0,0.0
15,0.08256407166241053,0.09211359457357157,0.7177511652899685,0.4269049719159842,0.0,0.34153343270107267,0.18073368102278017,0.05082791436016296,0.0,0.0
16,0.08362662394959189,0.09232403785663101,0.7276240694295542,0.4348077062130179,0.0,0.33539837627639435,0.18305178385988963,0.04674213365069813,0.0,0.0
17,0.08468917623677324,0.09254846531002092,0.7373406375783802,0.44271044051005143,0.0,0.3292633198517162,0.18536988669699903,0.04265635294123338,0.0,0.0
18,0.08575172852395459,0.09278677546141398,0.7468984277246773,0.450613174807085,0.0,0.323128263427038,0.18768798953410842,0.03857057223176857,0.0,0.0
19,0.08681428081113596,0.09303886163325922,0.7562952486490908,0.45851590910411866,0.0,0.3169932070023597,0.19000609237121793,0.03448479152230376,0.0,0.0
20,0.0878768330983173,0.09330461216734065,0.76552915896624,0.4664186434011522,0.0,0.31085815057768157,0.1923241952083273,0.03039901081283899,0.0,0.0
21,0.08893938538549866,0.09358391065552957,0.7745984652654997,0.4743213776981859,0.0,0.30472309415300325,0.1946422980454367,0.026313230103374174,0.0,0.0
22,0.09000193767268,0.09387663617570469,0.7835017193930262,0.4822241119952195,0.0,0.2985880377283251,0.19696040088254604,0.022227449393909443,0.0,0.0
23,0.09106448995986134,0.09418266353182154,0.7922377149215928,0.49012684629225306,0.0,0.29245298130364683,0.19927850371965555,0.018141668684444567,0.0,0.0
24,0.0921270422470427,0.09450186349712993,0.800805482858645,0.4980295805892866,0.0,0.28631792487896873,0.20159660655676484,0.014055887974979865,0.0,0.0
25,0.09318959453422407,0.09485690538394005,0.8090097648181859,0.5,0.0021884273213292195,0.27579937493641693,0.21050211497103236,0.0115100827712215,0.0,0.0
26,0.09425214682140541,0.09523981044553233,0.8169137951793698,0.5,0.007982173646538108,0.27092158048280734,0.2124809375129085,0.00861530835774606,0.0,0.0
27,0.09531469910858677,0.09563198239807562,0.8246746048003282,0.5,0.013775919971747052,0.2660437860291977,0.21445976005478465,0.005720533944270573,0.0,0.0
28,0.09637725139576811,0.09603330771181687,0.8322926855486329,0.5,0.01956966629695599,0.261165991575588,0.21643858259666088,0.002825759530795106,0.0,0.0
29,0.09743980368294947,0.09644367317223486,0.8397686359387226,0.5,0.02536064833183605,0.25626134203572876,0.21837800963243514,0.0,0.0,0.0
30,0.09850235597013084,0.09686489503433415,0.847086285726785,0.5,0.031038448695758142,0.2502571323289462,0.21870441897529563,0.0,0.0,0.0
31,0.09956490825731217,0.09729858278471443,0.8542311106733588,0.5,0.03671624905968024,0.24425292262216375,0.21903082831815604,0.0,0.0,0.0
32,0.10062746054449352,0.09774457049195581,0.8612041395510495,0.5,0.04239404942360233,0.2382487129153812,0.21935723766101647,0.0,0.0,0.0
33,0.10169001283167486,0.09820269057536841,0.8680065740976085,0.5,0.048071849787524414,0.23224450320859863,0.21968364700387696,0.0,0.0,0.0
34,0.10275256511885622,0.0986727740497237,0.8746397791267536,0.5,0.053749650151446525,0.2262402935018161,0.2200100563467374,0.0,0.0,0.0
35,0.10381511740603756,0.09915465076301634,0.8811052725773126,0.5,0.059427450515368616,0.2202360837950336,0.2203364656895978,0.0,0.0,0.0
36,0.10487766969321895,0.09964814962680084,0.8874047155538345,0.5,0.06510525087929084,0.2142318740882509,0.22066287503245827,0.0,0.0,0.0
37,0.10594022198040029,0.1001530988387103,0.8935399024081846,0.5,0.07078305124321292,0.20822766438146834,0.22098928437531876,0.0,0.0,0.0
38,0.10700277426758162,0.10066932609682702,0.899512750907885,0.5,0.0764608516071349,0.20222345467468592,0.22131569371817916,0.0,0.0,0.0
39,0.10806532655476297,0.10119665880563332,0.9053252925330888,0.5,0.082138651971057,0.19621924496790333,0.22164210306103962,0.0,0.0,0.0
40,0.10912787884194432,0.10173492427332842,0.9109796629401903,0.5,0.0878164523349791,0.1902150352611208,0.2219685124039001,0.0,0.0,0.0
41,0.11019043112912569,0.10228394990035149,0.9164780926261603,0.5,0.09349425269890131,0.18421082555433818,0.2222949217467605,0.0,0.0,0.0
42,0.11125298341630704,0.10284356335900169,0.9218228978238459,0.5,0.0991720530628234,0.17820661584755565,0.22262133108962096,0.0,0.0,0.0
43,0.11231553570348841,0.10341359276409468,0.9270164716546956,0.5,0.10484985342674552,0.1722024061407731,0.2229477404324814,0.0,0.0,0.0
44,0.11337808799066974,0.10399386683463921,0.9320612755617051,0.5,0.1105276537906676,0.16619819643399053,0.22327414977534188,0.0,0.0,0.0
45,0.11444064027785111,0.10458421504655935,0.9369598310418552,0.5,0.1162054541545897,0.16019398672720794,0.22360055911820234,0.0,0.0,0.0
46,0.11550319256503243,0.10518446777652538,0.9417147116939352,0.5,0.12188325451851169,0.15418977702042558,0.2239269684610627,0.0,0.0,0.0
47,0.1165657448522138,0.10579445643699145,0.9463285355944786,0.5,0.1275610548824339,0.14818556731364294,0.22425337780392318,0.0,0.0,0.0
48,0.11762829713939515,0.10641401360256879,0.9508039580115125,0.5,0.133238855246356,0.14218135760686038,0.22457978714678362,0.0,0.0,0.0
49,0.1186908494265765,0.10704284588430815,0.9551447998579667,0.4975753699632629,0.14066476431583405,0.13660022060236884,0.2251596451185342,0.0,0.0,0.0
50,0.11975340171375785,0.10767992586947346,0.9593614507201479,0.4923950727575816,0.15007745309795184,0.13149991883381637,0.22602755531065008,0.0,0.0,0.0
51,0.12081595400093921,0.10832494562382695,0.9634578774235834,0.4872147755519007,0.15949014188006927,0.12639961706526395,0.22689546550276601,0.0,0.0,0.0
52,0.12187850628812055,0.10897776416526928,0.9674365709141471,0.48203447834622054,0.16890283066218614,0.12129931529671151,0.22776337569488186,0.0,0.0,0.0
53,0.12294105857530191,0.10963824218502981,0.9713000193618632,0.4768541811405398,0.1783155194443035,0.11619901352815896,0.22863128588699774,0.0,0.0,0.0
54,0.12400361086248325,0.11030624209577472,0.9750507043011785,0.4716738839348586,0.18772820822642117,0.11109871175960659,0.2294991960791136,0.0,0.0,0.0
55,0.12506616314966462,0.1109816280744984,0.9786910970396999,0.46649358672917834,0.19714089700853815,0.10599840999105406,0.23036710627122944,0.0,0.0,0.0
56,0.12612871543684598,0.11166426610042778,0.9822236553278524,0.4613132895234977,0.2065535857906555,0.10089810822250146,0.23123501646334524,0.0,0.0,0.0
57,0.12719126772402733,0.11235402398816967,0.9856508202813109,0.456132992317817,0.2159662745727728,0.095797806453949,0.23210292665546114,0.0,0.0,0.0
58,0.12825382001120866,0.11305077141633084,0.9889750135475507,0.4509526951121371,0.22537896335488955,0.09069750468539632,0.23297083684757697,0.0,0.0,0.0
59,0.12931637229839002,0.11375437995183735,0.9921986347074735,0.4457723979064559,0.2347916521370071,0.08559720291684408,0.2338387470396929,0.0,0.0,0.0
60,0.13037892458557135,0.11446472307017863,0.9953240589027508,0.44059210070077576,0.24420434091912396,0.08049690114829153,0.23470665723180867,0.0,0.0,0.0
61,0.13144147687275273,0.11518167617179659,0.9983536346793319,0.435411803495095,0.2536170297012415,0.07539659937973886,0.23557456742392455,0.0,0.0,0.0
62,0.1325040291599341,0.11590511659483699,1.0012896820374015,0.43023150628941403,0.263029718483359,0.07029629761118654,0.23644247761604045,0.0,0.0,0.0
63,0.13356658144711542,0.11663492362447499,1.004134490678034,0.42505120908373417,0.27244240726547564,0.0651959958426339,0.2373103878081563,0.0,0.0,0.0
64,0.13462913373429675,0.11737097849902113,1.0068903184367721,0.41987091187805337,0.28185509604759285,0.06009569407408162,0.23817829800027213,0.0,0.0,0.0
65,0.13569168602147816,0.11811316441300894,1.0095593898944175,0.4146906146723729,0.2912677848297103,0.05499539230552888,0.239046208192388,0.0,0.0,0.0
66,0.1367542383086595,0.11886136651745799,1.0121438951554345,0.4095103174666918,0.30068047361182776,0.04989509053697654,0.23991411838450394,0.0,0.0,0.0
67,0.13781679059584084,0.11961547191750198,1.0146459887845054,0.4043300202610115,0.31009316239394474,0.04479478876842406,0.24078202857661973,0.0,0.0,0.0
68,0.13887934288302217,0.12037536966756172,1.0170677888919686,0.3991497230553316,0.3195058511760615,0.03969448699987136,0.2416499387687355,0.0,0.0,0.0
69,0.1399418951702035,0.12114095076423906,1.01941137635909,0.3939694258496505,0.32891853995817905,0.03459418523131906,0.2425178489608514,0.0,0.0,0.0
70,0.1410044474573849,0.12191210813709878,1.0216787941943566,0.38878912864396914,0.338331228740297,0.029493883462766574,0.24338575915296734,0.0,0.0,0.0
71,0.1420669997445662,0.12268873663749966,1.0238720470122564,0.38360883143828894,0.34774391752241385,0.02439358169421406,0.2442536693450832,0.0,0.0,0.0
72,0.1431295520317476,0.1234707330256286,1.025993100626292,0.3784285342326086,0.357156606304531,0.019293279925661322,0.24512157953719907,0.0,0.0,0.0
73,0.14419210431892893,0.12425799595588431,1.0280438817482618,0.37324823702692855,0.36656929508664765,0.014192978157108951,0.2459894897293149,0.0,0.0,0.0
74,0.14525465660611028,0.1250504259607511,1.0300262777861777,0.3680679398212478,0.3759819838687651,0.009092676388556497,0.24685739992143063,0.0,0.0,0.0
75,0.14631720889329167,0.1258479254332953,1.0319421367334756,0.36288764261556644,0.38539467265088295,0.003992374620003973,0.2477253101135466,0.0,0.0,0.0
76,0.14737976118047302,0.12665059957708075,1.0337916267234548,0.3559771675607145,0.396393789387386,0.0,0.24762904305189953,0.0,0.0,0.0
77,0.14844231346765435,0.12746402159813539,1.0355304971124761,0.3428320604344524,0.41310954075086254,0.0,0.24405839881468505,0.0,0.0,0.0
78,0.14950486575483568,0.12829056328547025,1.0371412403933475,0.3296869533081917,0.4298252921143379,0.0,0.24048775457747038,0.0,0.0,0.0
79,0.1505674180420171,0.12912997270825255,1.0386278523178527,0.31654184618192904,0.4465410434778152,0.0,0.23691711034025573,0.0,0.0,0.0
80,0.1516299703291984,0.12998200057147255,1.0399942908763398,0.30339673905566855,0.46325679484129034,0.0,0.23334646610304113,0.0,0.0,0.0
81,0.15269252261637975,0.13084640037420972,1.0412444699170489,0.2902516319294071,0.47997254620476626,0.0,0.22977582186582662,0.0,0.0,0.0
82,0.1537550749035611,0.131722928553123,1.0423822533675662,0.27710652480314485,0.49668829756824306,0.0,0.226205177628612,0.0,0.0,0.0
83,0.15481762719074246,0.1326216327173177,1.0433305075310884,0.28465972430273884,0.5,0.0,0.2153402756972611,0.0,0.0,0.0
84,0.15588017947792382,0.13356300091427495,1.043932426684791,0.29732679892583297,0.5,0.0,0.202673201074167,0.0,0.0,0.0
85,0.15694273176510518,0.13454675663584006,1.0441968536423216,0.30999387354892693,0.5,0.0,0.19000612645107304,0.0,0.0,0.0
86,0.15800528405228653,0.13557197715088173,1.0441379937725874,0.32266094817202096,0.5,0.0,0.17733905182797904,0.0,0.0,0.0
87,0.15906783633946786,0.1366377291063939,1.043770307469288,0.3353280227951147,0.5,0.0,0.16467197720488536,0.0,0.0,0.0
88,0.16013038862664922,0.13774307170047878,1.043108412166824,0.3479950974182088,0.5,0.0,0.15200490258179122,0.0,0.0,0.0
89,0.16119294091383057,0.13888705968157025,1.0421669911329805,0.3606621720413028,0.5,0.0,0.13933782795869717,0.0,0.0,0.0
90,0.16225549320101196,0.14006874616372753,1.0409607094818727,0.37332924666439693,0.5,0.0,0.12667075333560307,0.0,0.0,0.0
91,0.16331804548819326,0.14128718525097483,1.039504137683273,0.3859963212874909,0.5,0.0,0.11400367871250904,0.0,0.0,0.0
92,0.16438059777537464,0.14254143446656375,1.0378116826928199,0.39866339591058486,0.5,0.0,0.10133660408941512,0.0,0.0,0.0
93,0.16544315006255603,0.14383055698566272,1.035897526693345,0.41133047053367927,0.5,0.0,0.08866952946632074,0.0,0.0,0.0
94,0.16650570234973733,0.14515362367231519,1.0337755733216007,0.4239975451567729,0.5,0.0,0.0760024548432271,0.0,0.0,0.0
95,0.16756825463691868,0.1465097149235507,1.031459401157058,0.4366646197798669,0.5,0.0,0.06333538022013313,0.0,0.0,0.0
96,0.16863080692410004,0.147897922325278,1.0289622241698533,0.44933169440296117,0.5,0.0,0.050668305597038756,0.0,0.0,0.0
97,0.1696933592112814,0.1493173501260509,1.0262968587624541,0.46199876902605486,0.5,0.0,0.038001230973945165,0.0,0.0,0.0
98,0.17075591149846275,0.15076711653598493,1.0234756969929264,0.47466584364914904,0.5,0.0,0.02533415635085093,0.0,0.0,0.0
99,0.17181846378564408,0.15224635485903337,1.0205106855354285,0.48733291827224284,0.5,0.0,0.012667081727757214,0.0,0.0,0.0
100,0.17288106196904512,0.15375427553222792,1.0174132043441888,0.49999000648769626,0.5000073803053744,1.3004104919900967e-06,0.0,1.7009969027353308e-06,0.0,0.0
