portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
KODEX 200 100%,10000.0,23277.488927402283,0.1512138913383323,0.16564060534633282,0.22350992629289168,0.9422217937594395,-0.24150391702526786,-0.34183134711117824,0.7410883628017227,1.362094871148121
