date,optimized_drawdown_pct,provided_drawdown_pct
2023-02-28,-17.682645041464585,-18.313941171468528
2023-03-31,-11.60499989387721,-13.58081426265353
2023-04-30,-10.795359835978925,-13.900483443784484
2023-05-31,-7.372438439203311,-13.112685915085853
2023-06-30,-2.9512650040822375,-9.825708154790814
2023-07-31,0.0,-5.9685212940709835
2023-08-31,-1.4894700635122882,-9.228876953914277
2023-09-30,-6.331104592534698,-13.665306190630243
2023-10-31,-6.6520952998182725,-15.40990820288648
2023-11-30,0.0,-8.234164135947964
2023-12-31,0.0,-4.402302312093731
2024-01-31,0.0,-5.776506804565063
2024-02-29,0.0,-2.218760948193166
2024-03-31,0.0,0.0
2024-04-30,-2.896564376767641,-1.2615571414396398
2024-05-31,0.0,0.0
2024-06-30,0.0,0.0
2024-07-31,0.0,0.0
2024-08-31,0.0,0.0
2024-09-30,0.0,0.0
2024-10-31,0.0,-1.8618915837326
2024-11-30,0.0,-0.578034928664084
2024-12-31,-0.7904773522287689,-2.7720731712723046
2025-01-31,0.0,0.0
2025-02-28,-1.4113918680751736,0.0
2025-03-31,-5.14290014317792,-1.3936433067406218
2025-04-30,-3.78132009204859,-1.8098956388282184
2025-05-31,0.0,0.0
2025-06-30,0.0,0.0
2025-07-31,0.0,0.0
2025-08-31,0.0,0.0
2025-09-30,0.0,0.0
2025-10-31,0.0,0.0
2025-11-30,0.0,-0.4748945586515285
2025-12-31,0.0,0.0
2026-01-31,0.0,0.0
2026-02-28,0.0,0.0
2026-03-31,-6.0254369216591,-6.992698882916947
2026-04-30,0.0,0.0
2026-05-31,0.0,0.0
2026-06-30,-2.5716009456902222,-2.4614698205688734
2026-07-31,-5.607874785369827,-5.510469674808949
