point,expected_return,volatility,sharpe,weight_133690,weight_402970,weight_069500,weight_168580,weight_200250,weight_101280,weight_TLT,weight_385560,weight_132030
1,0.08390226817029682,0.075130566164944,0.6057114022564593,0.0,0.2874522197679775,0.0,0.1466371027146813,0.26331708453793523,0.0,0.0028325185757503073,0.08435258084053397,0.21540849356312175
2,0.0855980368983508,0.07514056134034346,0.6281987846529461,0.0,0.2929495293161056,0.0,0.14590169310045203,0.2610764979406526,0.0,0.0,0.08059872063239239,0.21947355901039742
3,0.08729380562640476,0.07517353120737211,0.6504813230777491,0.0,0.29819470983967855,0.0,0.1442707010979158,0.257924010862488,0.0,0.0,0.07541194590589494,0.22419863229402268
4,0.08898957435445877,0.07522711237090617,0.6725600009581016,0.0,0.29989729307597107,0.0,0.14259408969928808,0.2536851385668234,0.005916024505513204,0.0,0.07086865011322556,0.22703880403917867
5,0.09068534308251275,0.07529707938282362,0.6944560921208066,0.0,0.3012635314653709,0.0,0.14091314705791688,0.24934312158944236,0.01239373418017159,0.0,0.06638644814690053,0.22970001756019764
6,0.09238111181056671,0.07538335950745287,0.716156517527219,0.0,0.3026297698547708,0.0,0.13923220441654569,0.24500110461206148,0.018871443854829785,0.0,0.061904246180575564,0.2323612310812167
7,0.0940768805386207,0.07548514740745323,0.7376557490423062,0.0018907517287208681,0.303700643781052,0.0,0.1375529013956528,0.2407913900153328,0.02323635335256947,0.0,0.05774798962433486,0.23507997010233722
8,0.09577264926667467,0.07560097836297987,0.7589560733590245,0.004174161438250836,0.30471017849926624,0.0,0.13587393887957416,0.23660915104369779,0.027162491414207644,0.0,0.05365942311149512,0.2378106556135082
9,0.09746841799472866,0.0757307557216124,0.7800475493163878,0.006457571147780775,0.30571971321748065,0.0,0.13419497636349548,0.2324269120720627,0.03108862947584588,0.0,0.04957085659865537,0.2405413411246792
10,0.09916418672278263,0.07587440792062418,0.8009203735750985,0.008740980857310789,0.30672924793569495,0.0,0.13251601384741682,0.22824467310042754,0.035014767537483976,0.0,0.04548229008581564,0.24327202663585018
11,0.1008599554508366,0.07603185631599424,0.8215652082071998,0.011024390566840698,0.3077387826539093,0.0,0.13083705133133822,0.22406243412879245,0.03894090559912222,0.0,0.04139372357297595,0.24600271214702107
