portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-12-31,2023-04-30,-0.08269152020441739,13
optimized,2,2026-06-30,2026-07-31,,-0.06691594777810472,3
optimized,3,2022-01-31,2022-01-31,2022-03-31,-0.03870156817384407,3
optimized,4,2026-03-31,2026-03-31,2026-05-31,-0.036148103969859235,3
optimized,5,2023-09-30,2023-10-31,2023-12-31,-0.029775492620974564,4
optimized,6,2025-04-30,2025-04-30,2025-07-31,-0.013416803909827024,4
optimized,7,2023-05-31,2023-05-31,2023-06-30,-0.004054981575265848,2
optimized,8,2025-02-28,2025-02-28,2025-03-31,-7.594853957537673e-05,2
provided,1,2022-01-31,2022-12-31,2024-03-31,-0.1571829587775534,27
provided,2,2026-06-30,2026-07-31,,-0.08517587004340732,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.05881613726429635,3
provided,4,2025-04-30,2025-05-31,2025-06-30,-0.015119447396816699,3
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.006659303892393997,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.1340305078077062,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727139198411604,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494833,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163046445148256,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966038761446199,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622364600434529,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.0046211163033325064,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.00250120089053929,2
