kind,label,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
provided,Provided Portfolio,0.4954329029213165,8.770253143635765,9.952448365744026,10.0,10.0,8.0,8.5,8.5,5.0,15.0,15.0,20.0
optimized,Optimized Portfolio,1.2139763360458853,17.800209373593333,11.499998970692424,25.312441392166974,24.947810734231183,8.995463024826506,0.0,0.0,0.0,0.0,0.0,40.74427030063614
benchmark,Benchmark,0.8909052316357011,16.581398773817448,14.30221258416298,,,,,,,,,
