metric,unit,optimized,provided,benchmark
alpha,percent,7.851225989756185,-0.5518335945142876,-2.0816681711721685e-15
beta,ratio,0.48216091619159374,0.4332147079767712,1.0000000000000002
calmar_ratio,ratio,3.2287402114952033,1.9465393977668763,2.602768375975549
excess_kurtosis,ratio,0.5741971572705302,0.1311804872266853,0.11713830634533284
historical_var_95,percent,4.512110996454745,3.990531495843328,4.4981670499604585
modigliani_modigliani,percent,21.20203038889222,10.925269457390337,16.581398773817448
r_squared,ratio,0.3595794488452329,0.38757252062639475,1.0
skewness,ratio,-0.08867299161395216,-0.4869239657038809,-0.4420302895914351
treynor_ratio,ratio,0.28954496613377806,0.11381816670175153,0.12741916015196755
