metric,unit,optimized,provided,benchmark
alpha,percent,7.0483336149416544,0.514891486002823,-2.0816681711721685e-15
beta,ratio,0.3990627277458854,0.4709401919317671,1.0000000000000002
calmar_ratio,ratio,3.826092104730714,2.0891929166992798,2.6027717438815627
excess_kurtosis,ratio,0.24855398518322946,0.022664945366658085,0.11713631213177944
historical_var_95,percent,3.709834486412298,4.082024835347791,4.498138632066639
modigliani_modigliani,percent,22.3036244882721,12.255311292212468,16.58139756838932
r_squared,ratio,0.3712230318459372,0.3740110095717033,1.0
skewness,ratio,-0.1256910991735871,-0.34793298159649544,-0.44202922310521653
treynor_ratio,ratio,0.30304817182317056,0.13761148619135452,0.1274191480976863
