point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_EEM_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
54,1.1759108641852862,18.40725471487473,12.388500183087535,26.396729190383855,20.289536256297648,12.34027204592123,0.0,0.0,0.0,0.0,40.973462507397265
55,1.1663678324054458,18.55445213672518,12.616062419826198,26.659654618958513,19.159975967977868,13.151326928999424,0.0,0.0,0.0,0.0,41.0290424840642
56,1.156782468133845,18.701649558575625,12.84784927967573,26.922580047533163,18.030415679658105,13.962381812077593,0.0,0.0,0.0,0.0,41.08462246073114
57,1.147185992477277,18.84884698042608,13.083636237044354,27.185505476107835,16.900855391338283,14.773436695155809,0.0,0.0,0.0,0.0,41.140202437398074
58,1.13760577205067,18.996044402276528,13.323210918958623,27.448430904682482,15.771295103018513,15.58449157823398,0.0,0.0,0.0,0.0,41.19578241406502
59,1.1280656553972153,19.14324182412698,13.566372659504042,27.711356333257115,14.641734814698776,16.395546461312165,0.0,0.0,0.0,0.0,41.251362390731956
60,1.118586297517861,19.290439245977424,13.81293202110767,27.974281761831786,13.512174526379,17.206601344390325,0.0,0.0,0.0,0.0,41.30694236739888
61,1.1091854686624774,19.437636667827878,14.062710294984646,28.237207190406416,12.382614238059219,18.017656227468535,0.0,0.0,0.0,0.0,41.36252234406583
62,1.0998783448595273,19.584834089678328,14.315538990876833,28.500132618981084,11.25305394973945,18.82871111054671,0.0,0.0,0.0,0.0,41.418102320732764
63,1.090677778715831,19.73203151152878,14.571259324289207,28.763058047555745,10.123493661419655,19.639765993624895,0.0,0.0,0.0,0.0,41.4736822973997
64,1.0815945498396766,19.87922893337923,14.829721707765717,29.025983476130374,8.993933373099898,20.450820876703087,0.0,0.0,0.0,0.0,41.52926227406664
65,1.0726375948652698,20.02642635522968,15.090785251324496,29.288908904705046,7.864373084780109,21.261875759781272,0.0,0.0,0.0,0.0,41.58484225073358
66,1.063814217518066,20.173623777080135,15.35431727596934,29.551834333279725,6.734812796460278,22.072930642859465,0.0,0.0,0.0,0.0,41.64042222740052
67,1.0551302794892927,20.320821198930584,15.620192843188274,29.814759761854347,5.60525250814056,22.883985525937636,0.0,0.0,0.0,0.0,41.69600220406746
68,1.0465903731105224,20.468018620781034,15.88829430251632,30.077685190428998,4.475692219820767,23.695040409015835,0.0,0.0,0.0,0.0,41.751582180734395
69,1.0381979769582426,20.61521604263149,16.158510858556163,30.340610619003687,3.3461319315009534,24.50609529209403,0.0,0.0,0.0,0.0,41.80716215740132
70,1.029955595593014,20.762413464481938,16.430738158296617,30.603536047578334,2.2165716431812,25.31715017517221,0.0,0.0,0.0,0.0,41.862742134068256
71,1.0218648846638068,20.909610886332388,16.70487789912437,30.866461476152985,1.0870113548614302,26.12820505825038,0.0,0.0,0.0,0.0,41.918322110735204
72,1.0139266244600003,21.056808308182834,16.980839771055223,31.09326335919499,0.0,26.95876495351629,0.0,0.0,0.0,0.0,41.94797168728872
73,1.0060408237729421,21.204005730033288,17.260256801797215,30.397205349396472,0.0,28.287625699155416,0.0,0.0,0.0,0.0,41.31516895144812
74,0.9981358757416116,21.35120315188374,17.54442538221753,29.701147339597888,0.0,29.6164864447946,0.0,0.0,0.0,0.0,40.68236621560751
75,0.9902316269677218,21.498400573734187,17.833118367657548,29.00508932979937,0.0,30.945347190433694,0.0,0.0,0.0,0.0,40.04956347976694
76,0.9823456784712843,21.64559799558464,18.126119580098965,28.30903132000081,0.0,32.27420793607288,0.0,0.0,0.0,0.0,39.41676074392631
77,0.9744935619010754,21.79279541743509,18.423223467777934,27.61297331020231,0.0,33.60306868171198,0.0,0.0,0.0,0.0,38.783958008085705
78,0.9666889107002644,21.93999283928554,18.724234736025817,26.916915300403755,0.0,34.93192942735114,0.0,0.0,0.0,0.0,38.151155272245106
79,0.9589436244096575,22.08719026113599,19.028967958099635,26.220857290605228,0.0,36.260790172990255,0.0,0.0,0.0,0.0,37.51835253640453
80,0.9512680248335774,22.23438768298644,19.337247173407206,25.524799280806675,0.0,37.58965091862942,0.0,0.0,0.0,0.0,36.88554980056391
81,0.943671003239228,22.38158510483689,19.648905479313143,24.82874127100814,0.0,38.91851166426853,0.0,0.0,0.0,0.0,36.25274706472333
82,0.9361601581202026,22.52878252668734,19.963784621634105,24.13268326120961,0.0,40.24737240990766,0.0,0.0,0.0,0.0,35.61994432888273
83,0.9287419233400085,22.675979948537794,20.28173458798537,23.436625251411048,0.0,41.576233155546824,0.0,0.0,0.0,0.0,34.98714159304213
84,0.9214216866927618,22.823177370388244,20.602613207320207,22.74056724161255,0.0,42.90509390118595,0.0,0.0,0.0,0.0,34.3543388572015
85,0.9142038990857859,22.970374792238694,20.92628575829649,22.044509231814015,0.0,44.233954646825076,0.0,0.0,0.0,0.0,33.72153612136092
86,0.9070921746718422,23.117572214089144,21.252624588501902,21.348451222015484,0.0,45.562815392464216,0.0,0.0,0.0,0.0,33.0887333855203
87,0.9000893823452885,23.26476963593959,21.58150874605813,20.65239321221693,0.0,46.89167613810336,0.0,0.0,0.0,0.0,32.45593064967973
88,0.8931977290736145,23.411967057790044,21.91282362469627,19.956335202418405,0.0,48.220536883742504,0.0,0.0,0.0,0.0,31.823127913839087
89,0.8864188355696634,23.559164479640497,22.24646062303811,19.260277192619853,0.0,49.54939762938165,0.0,0.0,0.0,0.0,31.190325177998496
90,0.8797538048254451,23.70636190149095,22.582316818524152,18.56421918282133,0.0,50.8782583750208,0.0,0.0,0.0,0.0,30.557522442157875
91,0.8732032840300852,23.853559323341397,22.920294656188155,17.86816117302277,0.0,52.207119120659925,0.0,0.0,0.0,0.0,29.924719706317305
92,0.8667675203855909,24.000756745191847,23.26030165228411,17.172103163224246,0.0,53.535979866299066,0.0,0.0,0.0,0.0,29.291916970476695
93,0.8604464113176261,24.1479541670423,23.60225011261616,16.476045153425716,0.0,54.864840611938206,0.0,0.0,0.0,0.0,28.65911423463609
94,0.8542395495566443,24.295151588892754,23.94605686530047,15.779987143627153,0.0,56.19370135757735,0.0,0.0,0.0,0.0,28.026311498795504
95,0.8481462635393434,24.442349010743207,24.291643007594054,15.08392913382863,0.0,57.522562103216515,0.0,0.0,0.0,0.0,27.39350876295486
96,0.8421656535529118,24.589546432593647,24.638933666355303,14.387871124030111,0.0,58.85142284885562,0.0,0.0,0.0,0.0,26.760706027114274
97,0.8362255644457137,24.7367438544441,24.989981153799114,14.920407174761769,0.0,60.0,0.0,0.0,0.0,0.0,25.07959282523824
98,0.8257694877675793,24.88394127629455,25.484664702938286,23.28025036295794,0.0,60.0,0.0,0.0,0.0,0.0,16.719749637042067
99,0.8089294122590401,25.031138698145,26.197163335109636,31.64009355115397,0.0,60.0,0.0,0.0,0.0,0.0,8.359906448846024
100,0.7871117960661482,25.178325192048923,27.110306998416444,39.999936739350396,0.0,60.0,0.0,0.0,0.0,0.0,0.0
