point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_EEM_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
1,0.7872193458989806,10.605791356800843,8.595201113170353,1.409832313286301,33.249070363461875,0.0,0.6001296348362691,15.627588217567073,18.827147097267208,3.953606272415268,26.332626101166007
2,0.8043019922598217,10.752988778651293,8.595659449513416,1.5871522993752745,33.39747592795705,0.0,0.6897333237178632,15.757105240204325,18.306588318167734,3.759293096801217,26.50265179377654
3,0.8212952496982551,10.900186200501746,8.59703431193005,1.764472285464249,33.545881492452224,0.0,0.7793370125994353,15.886622262841598,17.78602953906826,3.5649799211871636,26.672677486387077
4,0.8381937704548152,11.047383622352196,8.599325260816963,1.9417922715532225,33.6942870569474,0.0,0.8689407014810299,16.01613928547885,17.265470759968775,3.370666745573113,26.842703178997606
5,0.854992304372377,11.194581044202646,8.602531564282446,2.119112257642207,33.84269262144258,0.0,0.9585443903626077,16.14565630811609,16.744911980869308,3.1763535699590637,27.012728871608143
6,0.8716857070197895,11.341778466053096,8.606652199313949,2.2964322437311755,33.991098185937766,0.0,1.048148079244207,16.275173330753347,16.224353201769812,2.982040394345015,27.18275456421867
7,0.8882689475089048,11.48897588790355,8.611685853406662,2.473752229820156,34.13950375043294,0.0,1.1377517681257747,16.404690353390613,15.703794422670352,2.7877272187309576,27.352780256829217
8,0.904737115977527,11.636173309753998,8.617630926646951,2.651072215909126,34.287909314928115,0.0,1.227355457007382,16.53420737602785,15.183235643570873,2.593414043116919,27.52280594943974
9,0.9210854307127003,11.783370731604448,8.6244855342431,2.8283922019981027,34.43631487942328,0.0,1.316959145888956,16.663724398665114,14.662676864471411,2.399100867502864,27.69283164205028
10,0.9373092448907977,11.930568153454896,8.632247509493912,3.005712188087076,34.584720443918464,0.0,1.4065628347705386,16.793241421302366,14.142118085371932,2.2047876918888174,27.862857334660813
11,0.9534040529130763,12.07776557530535,8.640914407184464,3.183032174176052,34.73312600841364,0.0,1.4961665236521131,16.92275844393963,13.621559306272452,2.010474516274763,28.032883027271343
12,0.9693654963176419,12.2249629971558,8.65048350739663,3.3603521602650304,34.88153157290882,0.0,1.5857702125337172,17.052275466576866,13.101000527172978,1.8161613406607213,28.20290871988188
13,0.9851893692511893,12.372160419006253,8.660951819720687,3.537672146354002,35.029937137404,0.0,1.6753739014153126,17.18179248921413,12.58044174807349,1.621848165046667,28.372934412492413
14,1.0008716234863262,12.5193578408567,8.672316087852993,3.714992132442981,35.17834270189919,0.0,1.7649775902968858,17.311309511851363,12.059882968974023,1.4275349894326215,28.542960105102942
15,1.0164083729728308,12.666555262707146,8.684572794563557,3.892312118531944,35.326748266394354,0.0,1.8545812791784915,17.440826534488632,11.53932418987453,1.2332218138185789,28.71298579771347
16,1.0317958979137265,12.813752684557606,8.697718167016106,4.069632104620941,35.47515383088954,0.0,1.9441849680600378,17.570343557125888,11.01876541077507,1.0389086382045092,28.88301149032403
17,1.0470306483596121,12.960950106408053,8.711748182422367,4.246952090709908,35.62355939538471,0.0,2.033788656941651,17.69986057976314,10.49820663167558,0.8445954625904674,29.053037182934542
18,1.0621092473172504,13.108147528258504,8.72665857401134,4.424272076798882,35.77196495987988,0.0,2.1233923458232242,17.829377602400402,9.977647852576112,0.6502822869764184,29.223062875545082
19,1.0770284933708751,13.255344950108954,8.742444837293558,4.601592062887859,35.92037052437505,0.0,2.2129960347048168,17.958894625037665,9.45708907347663,0.4559691113623596,29.393088568155612
20,1.091785362817181,13.402542371959406,8.759102236599636,4.7789120489768395,36.06877608887026,0.0,2.3025997235864044,18.088411647674885,8.936530294377144,0.26165593574831836,29.56311426076615
21,1.1063770113172962,13.549739793809854,8.776625811871984,4.956232035065807,36.21718165336543,0.0,2.392203412468006,18.217928670312137,8.415971515277668,0.06734276013427395,29.733139953376675
22,1.1207973500291544,13.696937215660308,8.79503726234114,5.138654366180526,36.413445955883645,0.0,2.548319983673076,18.297068195207043,7.734720005068535,0.0,29.867791493987184
23,1.135032060067936,13.844134637510757,8.814422280099517,5.3237828867322925,36.63509364793268,0.0,2.739713757549534,18.349488426998857,6.968240042187585,0.0,29.983681238599047
24,1.1490775120569126,13.99133205936121,8.83478198313023,5.50891140728406,36.85674133998173,0.0,2.9311075314259907,18.401908658790646,6.201760079306651,0.0,30.099570983210928
25,1.1629312565622933,14.138529481211659,8.856109649194293,5.694039927835834,37.07838903203078,0.0,3.122501305302455,18.454328890582435,5.435280116425709,0.0,30.215460727822794
26,1.1765910683919834,14.285726903062109,8.87839830257936,5.879168448387617,37.300036724079824,0.0,3.3138950791789017,18.50674912237422,4.668800153544765,0.0,30.33135047243467
27,1.1900549453659155,14.43292432491256,8.901640724693282,6.064296968939388,37.52168441612886,0.0,3.505288853055361,18.55916935416601,3.9023201906638314,0.0,30.447240217046552
28,1.203321106509289,14.58012174676301,8.925829464838204,6.249425489491147,37.7433321081779,0.0,3.696682626931832,18.611589585957823,3.135840227782891,0.0,30.563129961658415
29,1.2163879896948506,14.727319168613468,8.950956851131156,6.434554010042927,37.964979800226956,0.0,3.8880764008082913,18.66400981774962,2.369360264901919,0.0,30.679019706270296
30,1.22925424876232,14.874516590463912,8.977015001537636,6.619682530594692,38.18662749227599,0.0,4.079470174684739,18.71643004954142,1.6028803020210103,0.0,30.794909450882162
31,1.2419187501447626,15.02171401231436,9.003995834985364,6.80481105114647,38.40827518432504,0.0,4.270863948561198,18.768850281333176,0.8364003391400677,0.0,30.910799195494032
32,1.2543805690330798,15.168911434164814,9.031891082526288,6.989939571698242,38.629922876374096,0.0,4.462257722437654,18.821270513124983,0.06992037625911,0.0,31.026688940105913
33,1.2660360704152942,15.316108856015262,9.065007202859494,8.442754630667451,38.005834931736985,0.0,2.647195386238071,18.86086170186342,0.0,0.0,32.04335334949408
34,1.2760322904925858,15.463306277865712,9.109349039088883,10.022819563799858,37.296852377839464,0.0,0.6307257779853561,18.89916511632589,0.0,0.0,33.15043716404944
35,1.284019220829731,15.61050369971616,9.167324561924438,12.075415538839293,35.9554007870677,0.0,0.0,17.737687019229753,0.0,0.0,34.23149665486325
36,1.288976117363192,15.757701121566614,9.246267795346402,14.343085543089124,34.3260788723435,0.0,0.0,16.03012449385642,0.0,0.0,35.30071109071096
37,1.290948845493056,15.904898543417067,9.346161024829916,16.610755547338947,32.696756957619286,0.0,0.0,14.322561968483093,0.0,0.0,36.369925526558674
38,1.2901091499270754,16.05209596526751,9.466341051326667,18.87842555158872,31.06743504289511,0.0,0.0,12.614999443109806,0.0,0.0,37.43913996240637
39,1.2868164437726006,16.19929338711796,9.604952352226418,20.42579949780335,30.058120489675872,0.32954432212819396,0.0,10.989727321294996,0.0,0.0,38.196808369097596
40,1.282505011872382,16.34649080896842,9.752014950871992,20.967309306700525,29.914620989661035,1.1192838814614448,0.0,9.479370399780823,0.0,0.0,38.51941542239618
41,1.2775465623691344,16.493688230818865,9.90508357576549,21.508819115597674,29.771121489646173,1.9090234407946765,0.0,7.969013478266736,0.0,0.0,38.84202247569474
42,1.2720141312888833,16.64088565266932,10.063884181127342,22.050328924494814,29.62762198963133,2.698763000127919,0.0,6.458656556752623,0.0,0.0,39.16462952899331
43,1.2659767976600158,16.78808307451977,10.228149789026771,22.591838733391974,29.4841224896165,3.4885025594611476,0.0,4.948299635238497,0.0,0.0,39.487236582291885
44,1.2594993844234594,16.93528049637022,10.397621388075693,23.133348542289113,29.340622989601677,4.278242118794399,0.0,3.4379427137243614,0.0,0.0,39.80984363559045
45,1.2526422864911633,17.082477918220672,10.572048622672298,23.67485835118628,29.197123489586797,5.067981678127637,0.0,1.927585792210255,0.0,0.0,40.13245068888902
46,1.2454614060509,17.22967534007112,10.751190294934915,24.21636816008343,29.05362398957198,5.857721237460856,0.0,0.4172288706961399,0.0,0.0,40.45505774218759
47,1.2379405134877175,17.376872761921568,10.935412369017032,24.556251190361273,28.196458274536106,6.6628878643739275,0.0,0.0,0.0,0.0,40.5844026707287
48,1.2299611370310546,17.524070183772018,11.126032370570597,24.819176618935934,27.066897986216315,7.473942747452107,0.0,0.0,0.0,0.0,40.63998264739565
49,1.2215857463937827,17.671267605622475,11.322811262192856,25.08210204751058,25.937337697896517,8.284997630530324,0.0,0.0,0.0,0.0,40.69556262406258
50,1.2128812475855055,17.818465027472925,11.525433587731966,25.345027476085235,24.80777740957676,9.096052513608484,0.0,0.0,0.0,0.0,40.751142600729516
51,1.2039087535170085,17.965662449323375,11.73359662801315,25.607952904659903,23.678217121256964,9.90710739668668,0.0,0.0,0.0,0.0,40.80672257739646
52,1.1947237174007164,18.11285987117382,11.9470107646367,25.870878333234547,22.54865683293721,10.71816227976485,0.0,0.0,0.0,0.0,40.86230255406339
53,1.1853761450404199,18.260057293024275,12.16539964528463,26.133803761809197,21.419096544617407,11.529217162843063,0.0,0.0,0.0,0.0,40.917882530730324
