metric,optimized,provided,benchmark
alpha,0.07419164198980058,0.04474899927708516,-2.0816681711721685e-17
beta,0.581659002789406,0.7876803023517333,1.0000000000000002
calmar_ratio,2.9866838551567274,3.3004410983289563,2.602772073565015
excess_kurtosis,1.5343941039794964,1.7722724283420708,0.48076151917324284
historical_var_95,0.029929664469791267,0.05310605061549748,0.055371463899196484
modigliani_modigliani,0.2407581748160179,0.2112215230621619,0.17690014057458026
r_squared,0.5805825813412518,0.78439540787923,1.0
skewness,-0.38991039546608913,-0.48724910885209455,-0.5554214636623668
treynor_ratio,0.2655827437685695,0.19513865392107266,0.13850531298837335
