portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,0.03124723065059403,0.039186478960956644,-0.007939248310362614,72,23,49,72,31.944444444444443,0.020190892225673437,-0.021143191827277495,2.019089222567344,-2.1143191827277494,-0.7939248310362613
optimized,down,-0.014276105930011237,-0.034147922778268225,0.01987181684825699,36,27,9,36,75.0,0.030378389089031302,-0.011647899874065951,3.0378389089031304,-1.1647899874065952,1.987181684825699
provided,up,0.03509255625374636,0.039186478960956644,-0.004093922707210282,72,28,44,72,38.88888888888889,0.013742123365093773,-0.015444133844131043,1.3742123365093772,-1.5444133844131043,-0.40939227072102824
provided,down,-0.022159687130675804,-0.034147922778268225,0.011988235647592419,36,25,11,36,69.44444444444444,0.021399108752807264,-0.009400112318804967,2.1399108752807265,-0.9400112318804967,1.1988235647592418
