kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.19210167495731598,0.13398111533829404,1.1472277043149608,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.19287339317098273,0.11499993549855783,1.3432926280790227,0.15805082038148327,0.27048413500488117,0.0,0.4761630193249096,0.04272241026883006,0.0,0.052578876579601516
benchmark,Benchmark,0.1769001563036944,0.15064733585756157,0.9194011160505722,,,,,,,
