date,Sample Portfolio_drawdown,Portfolio 2_drawdown,Portfolio 3_drawdown,benchmark_drawdown
2020-01-31,0.0,0.0,0.0,0.0
2020-02-29,-0.03372363812280188,-0.06264012718000211,-0.0660254468487661,-0.07916586322057406
2020-03-31,-0.08721354709454265,-0.17392252103328953,-0.17946757676360459,-0.19415156456839666
2020-04-30,-0.009688533871648253,-0.05465582963561977,-0.07749861162021798,-0.09182210335093466
2020-05-31,0.0,-0.0044137559384672675,-0.01978977481863986,-0.04855162733865237
2020-06-30,0.0,0.0,0.0,-0.031678166742233005
2020-07-31,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,0.0
2020-09-30,-0.028969846459889537,-0.06603819864217764,-0.05758243808112462,-0.03744356063272414
2020-10-31,-0.05083186519414573,-0.07566054169479619,-0.07269888830979865,-0.06144346652363075
2020-11-30,-0.0009792638967487388,-0.0170522636624183,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0
2021-01-31,-0.019827720380385716,0.0,0.0,-0.010190541483387272
2021-02-28,-0.02647390219604251,0.0,0.0,0.0
2021-03-31,-0.010366636810380192,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0
2021-06-30,0.0,-0.004748795590498678,0.0,0.0
2021-07-31,0.0,-0.021039320042917753,-0.004252557278244584,0.0
2021-08-31,0.0,-0.017473111223445748,0.0,0.0
2021-09-30,-0.04113411990883831,-0.05442833090398336,-0.0257966475368141,-0.046605411473920166
2021-10-31,0.0,0.0,0.0,0.0
2021-11-30,-0.001800639524942027,-0.018738328498203005,-0.013240829312608948,-0.008034634064441604
2021-12-31,0.0,0.0,0.0,0.0
2022-01-31,-0.04283016252598282,-0.015845730504213007,-0.03141111488114634,-0.05274131684383154
2022-02-28,-0.050706553291362644,-0.006762594451619419,-0.031854549045592706,-0.08070160415362371
2022-03-31,-0.03760851724099956,0.0,-0.0029134946216778923,-0.04614461474418441
2022-04-30,-0.10905964538326884,-0.07980282954297768,-0.08190428565661967,-0.12986363546969182
2022-05-31,-0.11827942087373478,-0.07524045395360945,-0.07431592182405822,-0.1278996207589409
