year,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
2020,0.1959234849265541,0.27405135553794335,0.29791568933807877,0.183316156149959
2021,0.15487648535873078,0.12238479594026086,0.15935410674133865,0.28728780803321574
2022,-0.173065504295153,-0.09956658209224278,-0.11600913506838173,-0.18175361295122916
2023,0.18797377142716187,0.20728399430102362,0.28661559746486764,0.2617577783124516
2024,0.18652645621765251,0.21155104661273327,0.14543775421430616,0.24886476304115313
2025,0.24216185686119363,0.5437907989363959,0.4254505915457989,0.17719055511914727
2026,0.07902799988057829,0.19884098237785985,0.2034070766895295,0.13081637433046667
