metric,optimized,provided
alpha,0.052009916436297765,0.035157867020598504
beta,0.7521741400903356,0.9525420867130043
calmar_ratio,4.519098202426111,4.093572415351258
excess_kurtosis,0.1628781769783907,0.8335625438742058
historical_var_95,0.056338457784280566,0.06971457448217429
modigliani_modigliani,0.19298557384131362,0.16510154315852085
r_squared,0.7711698528575534,0.775144962373421
skewness,-0.13124627661791485,-0.12684047076252816
treynor_ratio,0.19293242594976687,0.16076592212371818
