point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_277540_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct
60,1.2466939305961962,20.93788291818604,13.714994306091253,26.57884172799282,43.8993439245328,0.0,27.901065726443967,1.6207486210304056,0.0
61,1.2414695729715628,20.983674779279653,13.809595010550993,26.8910259350865,44.39316402553409,0.0,27.230785644681337,1.4850243946980746,0.0
62,1.2361875721463582,21.029466640373272,13.905643665310505,27.203210142180197,44.88698412653537,0.0,26.560505562918685,1.3493001683657575,0.0
63,1.2308533716833192,21.075258501466887,14.0031104755187,27.51539434927387,45.380804227536764,0.0,25.890225481155955,1.2135759420334113,0.0
64,1.2254722185298768,21.1210503625605,14.101966036138657,27.827578556367516,45.874624328538054,0.0,25.219945399393357,1.0778517157010772,0.0
65,1.2200491629351413,21.16684222365412,14.20218134763358,28.139762763461245,46.36844442953934,0.0,24.54966531763066,0.9421274893687579,0.0
66,1.2145890590778643,21.21263408474773,14.303727829820087,28.451946970554808,46.86226453054076,0.0,23.879385235868007,0.8064032630364223,0.0
67,1.2090965663396906,21.258425945841346,14.406577333978532,28.764131177648505,47.35608463154204,0.0,23.209105154105362,0.6706790367040918,0.0
68,1.2035761511602996,21.304217806934965,14.510702153309959,29.07631538474221,47.849904732543365,0.0,22.53882507234267,0.5349548103717626,0.0
69,1.1980320894135186,21.35000966802858,14.616075031829864,29.388499591836002,48.343724833544584,0.0,21.86854499057997,0.39923058403944267,0.0
70,1.1924684692462695,21.3958015291222,14.722669171788194,29.70068379892957,48.83754493454608,0.0,21.198264908817258,0.2635063577070946,0.0
71,1.186889194325165,21.441593390215814,14.830458239703864,30.012868006023297,49.33136503554738,0.0,20.527984827054567,0.12778213137475228,0.0
72,1.1812979711308966,21.48738525130943,14.939416577338063,30.325905913472827,49.82104196057729,0.0,19.85305212594988,0.0,0.0
73,1.1756931609507404,21.533177112403045,15.049585165124299,30.652679195734088,50.2440584063358,0.0,19.103262397930106,0.0,0.0
74,1.1700743783463305,21.57896897349666,15.160990226918086,30.97945247799492,50.667074852094764,0.0,18.353472669910325,0.0,0.0
75,1.1644453564098691,21.624760834590276,15.273604706367522,31.30622576025599,51.090091297853434,0.0,17.603682941890575,0.0,0.0
76,1.1588096469736862,21.67055269568389,15.387402049707052,31.632999042517252,51.513107743611975,0.0,16.853893213870773,0.0,0.0
77,1.1531706250522538,21.716344556777507,15.502356207995465,31.95977232477813,51.93612418937087,0.0,16.10410348585099,0.0,0.0
78,1.1475314934986023,21.762136417871123,15.61844163824011,32.286545607039216,52.359140635129556,0.0,15.354313757831243,0.0,0.0
79,1.1418952878342385,21.807928278964738,15.735633303491145,32.61331888930039,52.78215708088817,0.0,14.604524029811442,0.0,0.0
80,1.136264881214953,21.85372014005836,15.853906671986481,32.94009217156144,53.205173526647,0.0,13.854734301791567,0.0,0.0
81,1.130642989498084,21.899512001151976,15.973237715424665,33.26686545382245,53.62818997240577,0.0,13.104944573771785,0.0,0.0
82,1.125032176379852,21.945303862245588,16.093602906439635,33.59363873608354,54.05120641816439,0.0,12.355154845752073,0.0,0.0
83,1.1194348585743503,21.991095723339203,16.214979215347462,33.92041201834456,54.47422286392316,0.0,11.605365117732285,0.0,0.0
84,1.1138533110085362,22.036887584432822,16.337344106231843,34.24718530060568,54.89723930968186,0.0,10.855575389712458,0.0,0.0
85,1.1082896720102404,22.08267944552644,16.46067553243173,34.57395858286677,55.32025575544056,0.0,10.105785661692662,0.0,0.0
86,1.1027459484686957,22.128471306620053,16.584951931490632,34.900731865127824,55.74327220119927,0.0,9.355995933672911,0.0,0.0
87,1.0972240209494384,22.174263167713672,16.710152219623957,35.22750514738893,56.16628864695795,0.0,8.606206205653123,0.0,0.0
88,1.091725648747618,22.220055028807288,16.83625578575718,35.55427842964989,56.58930509271677,0.0,7.856416477633338,0.0,0.0
89,1.0862524748657878,22.2658468899009,16.963242485184566,35.88105171191084,57.01232153847553,0.0,7.10662674961363,0.0,0.0
90,1.0808060309041305,22.311638750994515,17.09109263289477,36.20782499417213,57.43533798423407,0.0,6.356837021593793,0.0,0.0
91,1.0753877418528313,22.357430612088134,17.21978699660653,36.534598276433144,57.85835442999285,0.0,5.607047293574004,0.0,0.0
92,1.069998930777869,22.40322247318175,17.349306789554987,36.86137155869408,58.28137087575173,0.0,4.857257565554175,0.0,0.0
93,1.0646408233930083,22.449014334275365,17.479633663065947,37.18814484095533,58.70438732151024,0.0,4.107467837534419,0.0,0.0
