year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.11581557296442835,3.5057027103043925,3.6759991552474336
2018,2.2704852302345424,-2.4022627606582803,-0.3921176092726464
2019,28.70294151454551,30.383285601890186,35.931825850922536
2020,19.154456272827147,18.169100816583004,11.175584342641432
2021,21.19470343564267,26.54011552343849,40.988780417232064
2022,1.1789860062064061,-1.9189311833963663,-13.336266295374077
2023,22.832315240310418,24.104785147711038,27.935881883075076
2024,48.71764695950975,42.35166316192485,43.41164908172735
2025,39.51692335462322,32.38367357681569,15.354082673803182
2026,9.850372480720004,19.055944186100817,8.88832490115481
