date,optimized_drawdown_pct,provided_drawdown_pct,benchmark_drawdown_pct
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,-2.498419631110227,-2.074084751729355,-0.8686070919426192
2017-12-31,-1.6961459375356536,-0.9314735643438432,-0.7034370797732059
2018-01-31,0.0,0.0,0.0
2018-02-28,-1.3683478950926253,-2.7360779133679736,-3.0206083864496858
2018-03-31,-4.343774575303472,-5.972739077017797,-7.198459802483271
2018-04-30,-3.114437757157762,-3.655836031510995,-6.064447537508
2018-05-31,-0.5007945459573393,-0.4348391706356258,-2.8362829312921
2018-06-30,0.0,0.0,0.0
2018-07-31,-0.24838949397533172,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,-0.11488191058871555,-0.07014905686789641,0.0
2018-10-31,-1.8366079332256202,-5.803785152338703,-4.785519395971216
2018-11-30,-3.1530041882456894,-6.62045228201964,-4.782198325605669
2018-12-31,-5.657891286273909,-12.145441079816322,-13.221924787732519
2019-01-31,-0.20133256535233013,-5.325095974674188,-6.886910718169126
2019-02-28,0.0,-2.6853440875944656,-3.3398089401571407
2019-03-31,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0
2019-05-31,0.0,-3.875021043950544,-4.355417035369191
2019-06-30,0.0,0.0,-0.5293605986791516
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0
2019-09-30,-1.9205577158403098,-0.1408622946487137,0.0
2019-10-31,-3.024756060328715,-0.869479296709319,-0.715929484299882
2019-11-30,-2.1114474014943374,0.0,0.0
2019-12-31,-0.43681157935056003,0.0,0.0
2020-01-31,0.0,0.0,0.0
2020-02-29,-2.6667633076038255,-4.660622873547016,-6.040173789480308
2020-03-31,-7.900936395229974,-15.288040113400193,-17.409877991545773
2020-04-30,0.0,-3.0737251939194077,-7.205365941021535
2020-05-31,0.0,0.0,-0.7788572225555956
2020-06-30,-0.22214931569350949,0.0,-2.2485541983779833
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-6.042750087300064,-7.953623493847406,-5.630472877984327
2020-10-31,-11.107423143324002,-12.079536665181735,-10.692298083729767
2020-11-30,-10.3724636450227,-5.692646075180175,-3.1860414876205834
2020-12-31,-6.818138784174144,-1.486364887148972,-1.2274966416823463
2021-01-31,-6.080627282743989,0.0,0.0
2021-02-28,-7.553640348749868,0.0,0.0
2021-03-31,-6.5273439819442665,0.0,0.0
2021-04-30,-4.273525101761278,0.0,0.0
2021-05-31,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0
2021-09-30,-1.2816396541640795,-1.0966454690174765,-2.5774898787985556
2021-10-31,0.0,0.0,0.0
2021-11-30,0.0,-0.19992393792751528,0.0
2021-12-31,0.0,0.0,0.0
2022-01-31,-2.55489288756654,-1.4363454980798163,-3.855491004093725
2022-02-28,0.0,-0.5260314529745624,-7.475255320443308
