metric,Portfolio 1,benchmark
alpha,0.03785692839606215,-4.163336342344337e-17
beta,0.6651506647203116,1.0000000000000004
calmar_ratio,3.6847776021011773,2.759934344401966
excess_kurtosis,1.5038265467363345,1.2471448087759969
historical_var_95,0.04229878253456821,0.06942063750209893
modigliani_modigliani,0.15157564516333688,0.11588014861128992
r_squared,0.7457418553478147,1.0
skewness,-0.44792729105744966,-0.5609120588671559
treynor_ratio,0.1549999266831852,0.0981567769637803
