portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
Portfolio 1,1,2007-11-30,2009-02-28,2009-11-30,-0.28015883678025044,25
Portfolio 1,2,2022-01-31,2022-09-30,2023-07-31,-0.21392632228517128,19
Portfolio 1,3,2020-02-29,2020-03-31,2020-04-30,-0.09483280738218614,3
Portfolio 1,4,2018-09-30,2018-12-31,2019-02-28,-0.06932928300088781,6
Portfolio 1,5,2011-09-30,2011-09-30,2011-10-31,-0.06524875822508458,2
Portfolio 1,6,2026-03-31,2026-03-31,2026-04-30,-0.06480230340728843,2
Portfolio 1,7,2015-06-30,2015-09-30,2016-03-31,-0.062023634728474386,10
Portfolio 1,8,2023-08-31,2023-09-30,2023-11-30,-0.0601280607694461,4
Portfolio 1,9,2020-09-30,2020-10-31,2020-12-31,-0.05951241122002582,4
Portfolio 1,10,2012-04-30,2012-05-31,2012-08-31,-0.058537386622885434,5
Portfolio 1,11,2013-04-30,2013-06-30,2013-09-30,-0.0580074380344926,6
Portfolio 1,12,2010-05-31,2010-06-30,2010-09-30,-0.056470029197469684,5
Portfolio 1,13,2026-06-30,2026-07-31,,-0.056064238432208424,3
Portfolio 1,14,2005-01-31,2005-04-30,2005-07-31,-0.05090267400774695,7
Portfolio 1,15,2006-05-31,2006-07-31,2006-10-31,-0.047976856713193405,6
Portfolio 1,16,2021-09-30,2021-09-30,2021-10-31,-0.04229878253456831,2
Portfolio 1,17,2018-02-28,2018-04-30,2018-08-31,-0.0400018281324197,7
Portfolio 1,18,2016-10-31,2016-11-30,2017-01-31,-0.03650259091951136,4
Portfolio 1,19,2009-12-31,2010-01-31,2010-03-31,-0.036242461893426725,4
Portfolio 1,20,2019-05-31,2019-05-31,2019-06-30,-0.035485929436614105,2
Portfolio 1,21,2011-11-30,2011-12-31,2012-01-31,-0.03231443609359197,3
Portfolio 1,22,2012-10-31,2012-12-31,2013-03-31,-0.03224769112153414,6
Portfolio 1,23,2011-05-31,2011-06-30,2011-08-31,-0.028641853796941397,4
Portfolio 1,24,2021-01-31,2021-02-28,2021-04-30,-0.026057454171669048,4
Portfolio 1,25,2014-09-30,2014-09-30,2014-11-30,-0.025987338932945137,3
Portfolio 1,26,2024-04-30,2024-04-30,2024-05-31,-0.019378446557816953,2
Portfolio 1,27,2015-03-31,2015-03-31,2015-05-31,-0.01738917176951893,3
Portfolio 1,28,2014-03-31,2014-03-31,2014-05-31,-0.015699764457184462,3
Portfolio 1,29,2005-10-31,2005-10-31,2005-11-30,-0.01474736685588407,2
Portfolio 1,30,2025-02-28,2025-03-31,2025-04-30,-0.014407417866872163,3
Portfolio 1,31,2024-12-31,2024-12-31,2025-01-31,-0.012340871901576067,2
Portfolio 1,32,2017-06-30,2017-06-30,2017-07-31,-0.012017587755792647,2
Portfolio 1,33,2014-07-31,2014-07-31,2014-08-31,-0.011600878230239364,2
Portfolio 1,34,2007-06-30,2007-07-31,2007-08-31,-0.009707275874294874,3
Portfolio 1,35,2006-12-31,2006-12-31,2007-01-31,-0.008397989281372142,2
Portfolio 1,36,2006-02-28,2006-02-28,2006-03-31,-0.008147787181399746,2
Portfolio 1,37,2016-08-31,2016-08-31,2016-09-30,-0.007270856930796765,2
Portfolio 1,38,2017-09-30,2017-09-30,2017-10-31,-0.006392002276097375,2
Portfolio 1,39,2011-01-31,2011-01-31,2011-02-28,-0.0036871850166894093,2
Portfolio 1,40,2014-12-31,2014-12-31,2015-01-31,-0.0034197159500820584,2
Portfolio 1,41,2014-01-31,2014-01-31,2014-02-28,-0.0030188038574555653,2
Portfolio 1,42,2019-09-30,2019-09-30,2019-10-31,-0.0027792811394263817,2
Portfolio 1,43,2005-08-31,2005-08-31,2005-09-30,-0.0012961332735548226,2
Portfolio 1,44,2007-02-28,2007-02-28,2007-03-31,-0.0012322853967067227,2
Portfolio 1,45,2016-05-31,2016-05-31,2016-06-30,-0.0003005851048534236,2
benchmark,1,2007-11-30,2009-02-28,2012-03-31,-0.5078479310351309,53
benchmark,2,2022-01-31,2022-09-30,2023-12-31,-0.2392719085188839,24
benchmark,3,2020-01-31,2020-03-31,2020-07-31,-0.19447710674434893,7
benchmark,4,2018-10-31,2018-12-31,2019-04-30,-0.13532121894537308,7
benchmark,5,2015-08-31,2015-09-30,2016-05-31,-0.08491085896977324,10
benchmark,6,2025-02-28,2025-04-30,2025-06-30,-0.07578984416954615,5
benchmark,7,2012-04-30,2012-05-31,2012-08-31,-0.06633067691129202,5
benchmark,8,2019-05-31,2019-05-31,2019-06-30,-0.06377090927363571,2
benchmark,9,2018-02-28,2018-03-31,2018-07-31,-0.06277418968591453,6
benchmark,10,2020-09-30,2020-10-31,2020-11-30,-0.06144383433766931,3
benchmark,11,2026-02-28,2026-03-31,2026-04-30,-0.05759478882587632,3
benchmark,12,2021-09-30,2021-09-30,2021-10-31,-0.04660534253455628,2
benchmark,13,2007-06-30,2007-07-31,2007-09-30,-0.045473432507488254,4
benchmark,14,2024-04-30,2024-04-30,2024-05-31,-0.040319571262241616,2
benchmark,15,2005-01-31,2005-04-30,2005-07-31,-0.03859821736515656,7
benchmark,16,2014-01-31,2014-01-31,2014-02-28,-0.035248703947801774,2
benchmark,17,2014-12-31,2015-01-31,2015-02-28,-0.03209052945379842,3
benchmark,18,2006-05-31,2006-05-31,2006-09-30,-0.030121001694395688,5
benchmark,19,2013-08-31,2013-08-31,2013-09-30,-0.029992038350360684,2
benchmark,20,2005-08-31,2005-10-31,2005-11-30,-0.025041670092527002,4
benchmark,21,2024-12-31,2024-12-31,2025-01-31,-0.02406006954082074,2
benchmark,22,2015-06-30,2015-06-30,2015-07-31,-0.02031194036922901,2
benchmark,23,2007-02-28,2007-02-28,2007-04-30,-0.019617680394044323,3
benchmark,24,2012-10-31,2012-10-31,2013-01-31,-0.018198111803262473,4
benchmark,25,2016-10-31,2016-10-31,2016-11-30,-0.017336452695063898,2
benchmark,26,2019-08-31,2019-08-31,2019-09-30,-0.0167434568491599,2
benchmark,27,2015-03-31,2015-03-31,2015-05-31,-0.01570540507573759,3
benchmark,28,2014-09-30,2014-09-30,2014-10-31,-0.013796529524536139,2
benchmark,29,2014-07-31,2014-07-31,2014-08-31,-0.013437554289031373,2
benchmark,30,2013-06-30,2013-06-30,2013-07-31,-0.013344786947561138,2
benchmark,31,2026-06-30,2026-06-30,2026-08-31,-0.010292566443839024,3
benchmark,32,2021-01-31,2021-01-31,2021-02-28,-0.010190365672240853,2
benchmark,33,2024-10-31,2024-10-31,2024-11-30,-0.008923431171973806,2
benchmark,34,2021-11-30,2021-11-30,2021-12-31,-0.008034986713717718,2
benchmark,35,2005-12-31,2005-12-31,2006-01-31,-0.0019139160821409762,2
