point,sharpe,expected_return_pct,volatility_pct,weight_SPY_pct,weight_QQQ_pct,weight_TLT_pct,weight_GLD_pct,weight_CPER_pct,weight_MCHI_pct,weight_EWY_pct
1,0.5769151178076434,6.883263542183165,9.059559568101255,31.568259271891243,0.0,43.13388969303642,14.233917559669756,11.063933475402573,0.0,0.0
2,0.5886200369308904,6.989725807110593,9.06027455037192,32.338664509659054,0.0,42.52060444678734,14.485244475198487,10.655486568355126,0.0,0.0
3,0.6002284059141617,7.096188072038021,9.062419158731478,33.109069747426865,0.0,41.90731920053825,14.7365713907272,10.247039661307687,0.0,0.0
4,0.6117348701258254,7.202650336965448,9.065992378623191,33.879474985194676,0.0,41.29403395428917,14.987898306255914,9.838592754260238,0.0,0.0
5,0.623134229429943,7.309112601892876,9.070992521783294,34.64988022296247,0.0,40.680748708040085,15.239225221784638,9.430145847212797,0.0,0.0
6,0.6344214498569362,7.415574866820303,9.07741723022178,35.4202854607303,0.0,40.06746346179099,15.490552137313356,9.021698940165345,0.0,0.0
7,0.6455916745676682,7.522037131747729,9.085263481764864,36.1906906984981,0.0,39.454178215541916,15.741879052842078,8.613252033117906,0.0,0.0
8,0.6566402340561188,7.628499396675156,9.094527597128804,36.96109593626591,0.0,38.84089296929283,15.993205968370797,8.20480512607046,0.0,0.0
9,0.6675626555421336,7.734961661602584,9.105205248486644,37.73150117403373,0.0,38.22760772304373,16.244532883899517,7.79635821902301,0.0,0.0
10,0.6783546715124286,7.841423926530011,9.117291469481728,38.50190641180154,0.0,37.61432247679465,16.495859799428242,7.387911311975569,0.0,0.0
11,0.6890122273750476,7.947886191457437,9.13078066663437,39.272311649569346,0.0,37.00103723054556,16.74718671495696,6.979464404928123,0.0,0.0
12,0.6995314881996924,8.054348456384867,9.145666632081442,40.04271688733716,0.0,36.387751984296486,16.99851363048568,6.571017497880681,0.0,0.0
13,0.7099088445236924,8.160810721312293,9.161942557582206,40.81312212510496,0.0,35.77446673804741,17.249840546014397,6.162570590833239,0.0,0.0
14,0.7201409172107716,8.26727298623972,9.179601049718238,41.58352736287278,0.0,35.16118149179832,17.50116746154312,5.7541236837857905,0.0,0.0
15,0.730224561357065,8.373735251167147,9.198634146210221,42.35393260064059,0.0,34.547896245549225,17.75249437707184,5.345676776738341,0.0,0.0
16,0.740156869246021,8.480197516094574,9.219033333270103,43.12433783840841,0.0,33.93461099930014,18.00382129260056,4.9372298696908965,0.0,0.0
17,0.7499351723607343,8.586659781022,9.240789563903618,43.894743076176205,0.0,33.32132575305106,18.25514820812927,4.528782962643462,0.0,0.0
18,0.7595570424689003,8.69312204594943,9.263893277075194,44.665148313944016,0.0,32.70804050680197,18.506475123658,4.120336055596012,0.0,0.0
19,0.7690202918017983,8.799584310876856,9.288334417645189,45.435553551711834,0.0,32.09475526055289,18.75780203918672,3.711889148548564,0.0,0.0
20,0.7783229723545408,8.906046575804282,9.314102456987978,46.20595878947964,0.0,31.481470014303802,19.009128954715443,3.3034422415011186,0.0,0.0
21,0.7874633743401226,9.01250884073171,9.341186414198734,46.976364027247456,0.0,30.868184768054714,19.260455870244165,2.894995334453674,0.0,0.0
22,0.7964400238346105,9.118971105659137,9.369574877796573,47.74676926501527,0.0,30.25489952180563,19.511782785772873,2.4865484274062313,0.0,0.0
23,0.8052516796550377,9.225433370586567,9.39925602783255,48.51717450278308,0.0,29.641614275556538,19.7631097013016,2.0781015203587825,0.0,0.0
24,0.8138973295152057,9.33189563551399,9.430217658312062,49.287579740550875,0.0,29.028329029307464,20.014436616830324,1.6696546133113412,0.0,0.0
25,0.8223740275890361,9.43835790044142,9.462472029410307,50.0,0.0,28.33333600416239,20.387923788725605,1.2787402071120049,0.0,0.0
26,0.8304006419656274,9.544820165368845,9.499214114322289,50.0,0.35385077491107053,27.39205976501126,21.222323310845454,1.031766149232214,0.0,0.0
27,0.8382300436435105,9.651282430296275,9.537496089831905,50.0,0.9200337192025444,26.90539134734116,21.43266865080716,0.741906282649139,0.0,0.0
28,0.8459181689275755,9.757744695223701,9.576668673315398,50.0,1.486216663494012,26.418722929671052,21.643013990768875,0.45204641606606105,0.0,0.0
29,0.8534655741123803,9.864206960151128,9.61672098141797,50.0,2.052399607785471,25.932054512000956,21.853359330730576,0.16218654948299238,0.0,0.0
30,0.8608696624212979,9.970669225078554,9.65767864908582,50.0,2.6144117982297077,25.39048168502808,21.995106516742208,0.0,0.0,0.0
31,0.8681061188267455,10.077131490005984,9.699810473309025,50.0,3.1711257776569974,24.779162438846612,22.04971178349639,0.0,0.0,0.0
32,0.8751706141204336,10.18359375493341,9.743159734443891,50.0,3.72783975708429,24.16784319266514,22.10431705025057,0.0,0.0,0.0
33,0.8820642547489236,10.290056019860838,9.787710256608952,50.0,4.284553736511596,23.55652394648365,22.158922317004755,0.0,0.0,0.0
34,0.8887883121891601,10.396518284788264,9.833445712843151,50.0,4.841267715938889,22.945204700302178,22.213527583758935,0.0,0.0,0.0
35,0.895344213313052,10.50298054971569,9.880349648226252,50.0,5.397981695366182,22.333885454120704,22.268132850513116,0.0,0.0,0.0
36,0.9017335307142622,10.609442814643117,9.928405502327243,50.0,5.9546956747934745,21.722566207939238,22.322738117267292,0.0,0.0,0.0
37,0.9079579730465015,10.715905079570545,9.977596630939994,50.0,6.511409654220782,21.11124696175775,22.37734338402147,0.0,0.0,0.0
38,0.9140193754191459,10.822367344497973,10.027906327071186,50.0,7.068123633648073,20.49992771557627,22.431948650775652,0.0,0.0,0.0
39,0.9199196898923956,10.9288296094254,10.079317841151234,50.0,7.624837613075368,19.888608469394804,22.486553917529832,0.0,0.0,0.0
40,0.9256609761105453,11.03529187435283,10.131814400444313,50.0,8.181551592502673,19.27728922321332,22.541159184284005,0.0,0.0,0.0
41,0.9312453921082283,11.141754139280255,10.185379227638897,50.0,8.738265571929965,18.66596997703184,22.595764451038196,0.0,0.0,0.0
42,0.9366751853208454,11.248216404207682,10.239995558605047,50.0,9.294979551357258,18.05465073085037,22.650369717792373,0.0,0.0,0.0
43,0.9419526838267476,11.354678669135108,10.295646659309469,50.0,9.851693530784553,17.443331484668896,22.704974984546553,0.0,0.0,0.0
