portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,3.061211912456588,3.2511640883404724,-0.18995217588388347,125,58,67,125,46.400000000000006,0.9556745349338449,-1.181688731517141,-0.18995217588388347
optimized,down,-2.86961129791795,-3.531380545392794,0.661769247474844,52,34,18,52,65.38461538461539,1.4276672275042577,-0.7849269370251594,0.661769247474844
provided,up,2.6086907731286653,3.2511640883404724,-0.6424733152118075,125,40,85,125,32.0,1.5224240483189488,-1.661248545108634,-0.6424733152118075
provided,down,-2.792793505213316,-3.531380545392794,0.7385870401794772,52,34,18,52,65.38461538461539,1.6318863809069635,-0.9487561589724411,0.7385870401794772
