kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472276796086676,19.210168670341112,13.39811284623427,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3435607366124627,19.423752987702596,11.599230168317309,16.502922189464126,28.059522617145248,0.0,47.77456576344933,4.9542628948301335,0.0,2.708726535111171
benchmark,Benchmark,0.9194010551805281,17.6900187104016,15.064737933176838,,,,,,,
