date,optimized_drawdown_pct,provided_drawdown_pct,benchmark_drawdown_pct
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,-2.433500221115281,-1.9289629672676223,-0.8686334311131749
2017-12-31,-1.6381363728729892,-0.604354328241874,-0.7034632275257358
2018-01-31,0.0,0.0,0.0
2018-02-28,-1.4092592002725834,-3.47588260496301,-3.0206509190688013
2018-03-31,-4.413871445086482,-6.1506310451673984,-7.1984765846556105
2018-04-30,-3.2962609426096523,-4.234379662423271,-6.064495295884964
2018-05-31,-0.7149687917168634,-1.228235768985475,-2.836331727258856
2018-06-30,0.0,0.0,0.0
2018-07-31,-0.16598224589116084,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,-0.10579570680715467,0.0,0.0
2018-10-31,-1.7886876019019837,-5.394495275327083,-4.785495251549532
2018-11-30,-3.0174764062662396,-5.996681273027315,-4.782156840894247
2018-12-31,-5.567929149621498,-11.400429863104266,-13.221924787732531
2019-01-31,-0.15878232476693732,-4.646144119303342,-6.886893066658539
2019-02-28,0.0,-2.296343634320097,-3.3398148563576258
2019-03-31,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0
2019-05-31,0.0,-3.9648644847265824,-4.355389037672818
2019-06-30,0.0,0.0,-0.5293490923310218
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0
2019-09-30,-1.836717465750115,0.0,0.0
2019-10-31,-2.92609545235496,-0.95278759866263,-0.7158849482117202
2019-11-30,-1.9657796501499125,0.0,0.0
2019-12-31,-0.3303683969077209,0.0,0.0
2020-01-31,0.0,0.0,0.0
2020-02-29,-2.6980325712617437,-4.623050460760925,-6.04015255296011
2020-03-31,-7.869724301968805,-15.671037541610222,-17.409883324124575
2020-04-30,0.0,-3.495141307630123,-7.205365941021524
2020-05-31,0.0,0.0,-0.778868074602368
2020-06-30,-0.29745483595806643,0.0,-2.2485647033818723
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-5.935237939843563,-7.370668240219436,-5.630500432453878
2020-10-31,-10.905798095154173,-11.358574251203768,-10.69230655617539
2020-11-30,-10.130299765956218,-4.815671928093823,-3.186041846384624
2020-12-31,-6.6221207751245075,-0.5195588477755031,-1.2275233773343386
2021-01-31,-5.903155719257692,0.0,0.0
2021-02-28,-7.349645382508852,0.0,0.0
2021-03-31,-6.131131205373053,0.0,0.0
2021-04-30,-3.9037561501182982,0.0,0.0
2021-05-31,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-31,0.0,-0.07475957846190262,0.0
2021-08-31,0.0,0.0,0.0
2021-09-30,-1.370553228639071,-1.032871884762998,-2.5774895344342297
2021-10-31,0.0,0.0,0.0
2021-11-30,0.0,-0.2648237021164679,0.0
2021-12-31,0.0,0.0,0.0
2022-01-31,-2.6602108468260055,-0.8609637683438698,-3.8554975695545
2022-02-28,0.0,0.0,-7.47528225751598
2022-03-31,0.0,0.0,-2.6416638383805258
