year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.2085004001586288,4.24617445524158,3.675986252178909
2018,2.271741641318026,-2.7990336388505455,-0.392098146507569
2019,28.851741180429435,29.18673693323004,35.93183999056271
2020,19.231654010312084,15.503433402842614,11.175553232250834
2021,21.309255086334254,26.738800203424628,40.98881483238972
2022,0.9341271741266866,2.182001707423198,-13.336264980823575
2023,22.428697844852906,18.78083382185769,27.9358796680794
2024,48.26608367379317,40.37651717306241,43.41163959612218
2025,38.79153693954767,30.815092251869338,15.354082673803159
2026,9.965057655693776,20.279228926854476,8.88832490115481
