ticker,provided_contribution,optimized_contribution,unit
SPY,0.967585393565722,2.2027013922079357,monetary_initial_value_1
QQQ,1.8551067725229573,4.432470609223783,monetary_initial_value_1
TLT,-0.032776246758323344,0.0,monetary_initial_value_1
GLD,0.3258435174704608,1.0496068710657918,monetary_initial_value_1
CPER,0.29169997036713285,0.0,monetary_initial_value_1
MCHI,0.15305747797460054,0.0,monetary_initial_value_1
EWY,0.5980849139633415,0.0,monetary_initial_value_1
