point,sharpe,expected_return_pct,volatility_pct,weight_SPY_pct,weight_QQQ_pct,weight_TLT_pct,weight_GLD_pct,weight_CPER_pct,weight_MCHI_pct,weight_EWY_pct
1,0.5650613625193776,6.768833964187161,9.0678484183092,31.626669175751392,0.0,42.742422264656774,14.828024130324835,10.802884429267,0.0,0.0
2,0.5767322260684594,6.875089192905297,9.068586381483536,32.416942605454764,0.0,42.12891662218895,15.059834414035777,10.39430635832052,0.0,0.0
3,0.5883054738604685,6.981344421623432,9.070799910780556,33.20721603515812,0.0,41.51541097972113,15.291644697746712,9.985728287374046,0.0,0.0
4,0.599775603060614,7.0875996503415655,9.07448792640094,33.99748946486147,0.0,40.90190533725331,15.523454981457666,9.577150216427563,0.0,0.0
5,0.6111372721988181,7.193854879059702,9.07964863160289,34.787762894564835,0.0,40.28839969478548,15.755265265168594,9.168572145481084,0.0,0.0
6,0.6223853135197225,7.300110107777835,9.086279517070336,35.57803632426818,0.0,39.67489405231766,15.987075548879549,8.759994074534609,0.0,0.0
7,0.6335147445703929,7.4063653364959725,9.094377366993722,36.36830975397155,0.0,39.06138840984984,16.218885832590487,8.351416003588124,0.0,0.0
8,0.6445207789660943,7.512620565214108,9.1039382668291,37.15858318367491,0.0,38.44788276738201,16.450696116301422,7.942837932641648,0.0,0.0
9,0.6553988362815458,7.618875793932244,9.114957612692166,37.94885661337828,0.0,37.834377124914184,16.68250640001237,7.534259861695163,0.0,0.0
10,0.6661445510225193,7.725131022650378,9.127430122334895,38.73913004308163,0.0,37.22087148244636,16.914316683723314,7.125681790748691,0.0,0.0
11,0.6767537806404417,7.831386251368512,9.141349847644484,39.529403472784985,0.0,36.607365839978556,17.146126967434252,6.717103719802209,0.0,0.0
12,0.687222612560707,7.937641480086649,9.156710188596408,40.31967690248835,0.0,35.99386019751073,17.37793725114519,6.308525648855734,0.0,0.0
13,0.6975473702035575,8.043896708804782,9.173503908586545,41.109950332191694,0.0,35.38035455504291,17.609747534856126,5.899947577909261,0.0,0.0
14,0.707724617984583,8.150151937522919,9.191723151061062,41.90022376189506,0.0,34.766848912575085,17.841557818567075,5.491369506962778,0.0,0.0
15,0.7177511652899685,8.256407166241054,9.211359457357156,42.69049719159842,0.0,34.153343270107264,18.073368102278017,5.082791436016295,0.0,0.0
16,0.7276240694295542,8.36266239495919,9.232403785663102,43.48077062130179,0.0,33.539837627639436,18.305178385988963,4.674213365069813,0.0,0.0
17,0.7373406375783802,8.468917623677324,9.254846531002093,44.27104405100514,0.0,32.92633198517162,18.536988669699902,4.265635294123338,0.0,0.0
18,0.7468984277246773,8.57517285239546,9.278677546141397,45.0613174807085,0.0,32.3128263427038,18.768798953410844,3.8570572231768567,0.0,0.0
19,0.7562952486490908,8.681428081113596,9.303886163325922,45.851590910411865,0.0,31.699320700235972,19.000609237121793,3.4484791522303757,0.0,0.0
20,0.76552915896624,8.78768330983173,9.330461216734065,46.64186434011522,0.0,31.08581505776816,19.23241952083273,3.039901081283899,0.0,0.0
21,0.7745984652654997,8.893938538549866,9.358391065552956,47.43213776981859,0.0,30.472309415300323,19.46422980454367,2.6313230103374172,0.0,0.0
22,0.7835017193930262,9.000193767268,9.38766361757047,48.22241119952195,0.0,29.85880377283251,19.696040088254605,2.222744939390944,0.0,0.0
23,0.7922377149215928,9.106448995986135,9.418266353182155,49.012684629225305,0.0,29.245298130364684,19.927850371965555,1.8141668684444567,0.0,0.0
24,0.800805482858645,9.21270422470427,9.450186349712993,49.80295805892866,0.0,28.631792487896874,20.159660655676483,1.4055887974979866,0.0,0.0
25,0.8090097648181859,9.318959453422407,9.485690538394005,50.0,0.21884273213292194,27.579937493641694,21.050211497103234,1.15100827712215,0.0,0.0
26,0.8169137951793698,9.425214682140542,9.523981044553233,50.0,0.7982173646538108,27.092158048280734,21.24809375129085,0.8615308357746061,0.0,0.0
27,0.8246746048003282,9.531469910858677,9.563198239807562,50.0,1.3775919971747053,26.60437860291977,21.445976005478464,0.5720533944270573,0.0,0.0
28,0.8322926855486329,9.63772513957681,9.603330771181687,50.0,1.956966629695599,26.116599157558802,21.64385825966609,0.2825759530795106,0.0,0.0
29,0.8397686359387226,9.743980368294947,9.644367317223486,50.0,2.5360648331836053,25.626134203572875,21.837800963243513,0.0,0.0,0.0
30,0.847086285726785,9.850235597013084,9.686489503433416,50.0,3.103844869575814,25.02571323289462,21.870441897529563,0.0,0.0,0.0
31,0.8542311106733588,9.956490825731217,9.729858278471443,50.0,3.6716249059680237,24.425292262216374,21.903082831815603,0.0,0.0,0.0
32,0.8612041395510495,10.062746054449352,9.774457049195581,50.0,4.239404942360233,23.82487129153812,21.93572376610165,0.0,0.0,0.0
33,0.8680065740976085,10.169001283167486,9.82026905753684,50.0,4.807184978752441,23.224450320859862,21.968364700387696,0.0,0.0,0.0
34,0.8746397791267536,10.275256511885623,9.86727740497237,50.0,5.374965015144652,22.62402935018161,22.00100563467374,0.0,0.0,0.0
35,0.8811052725773126,10.381511740603756,9.915465076301635,50.0,5.942745051536861,22.023608379503358,22.03364656895978,0.0,0.0,0.0
36,0.8874047155538345,10.487766969321894,9.964814962680084,50.0,6.510525087929084,21.42318740882509,22.066287503245828,0.0,0.0,0.0
37,0.8935399024081846,10.59402219804003,10.01530988387103,50.0,7.078305124321292,20.822766438146832,22.098928437531875,0.0,0.0,0.0
38,0.899512750907885,10.700277426758161,10.066932609682702,50.0,7.64608516071349,20.222345467468593,22.131569371817918,0.0,0.0,0.0
39,0.9053252925330888,10.806532655476298,10.119665880563332,50.0,8.2138651971057,19.62192449679033,22.164210306103964,0.0,0.0,0.0
40,0.9109796629401903,10.912787884194431,10.173492427332842,50.0,8.78164523349791,19.02150352611208,22.196851240390007,0.0,0.0,0.0
41,0.9164780926261603,11.019043112912568,10.228394990035149,50.0,9.349425269890132,18.421082555433816,22.22949217467605,0.0,0.0,0.0
42,0.9218228978238459,11.125298341630705,10.284356335900169,50.0,9.917205306282339,17.820661584755566,22.262133108962097,0.0,0.0,0.0
43,0.9270164716546956,11.231553570348842,10.341359276409467,50.0,10.484985342674552,17.22024061407731,22.29477404324814,0.0,0.0,0.0
44,0.9320612755617051,11.337808799066975,10.399386683463922,50.0,11.052765379066761,16.619819643399055,22.32741497753419,0.0,0.0,0.0
45,0.9369598310418552,11.444064027785112,10.458421504655934,50.0,11.62054541545897,16.019398672720794,22.360055911820233,0.0,0.0,0.0
46,0.9417147116939352,11.550319256503244,10.518446777652537,50.0,12.188325451851169,15.418977702042557,22.39269684610627,0.0,0.0,0.0
47,0.9463285355944786,11.65657448522138,10.579445643699145,50.0,12.75610548824339,14.818556731364293,22.42533778039232,0.0,0.0,0.0
48,0.9508039580115125,11.762829713939515,10.641401360256879,50.0,13.323885524635601,14.218135760686037,22.45797871467836,0.0,0.0,0.0
49,0.9551447998579667,11.86908494265765,10.704284588430815,49.75753699632629,14.066476431583405,13.660022060236884,22.51596451185342,0.0,0.0,0.0
50,0.9593614507201479,11.975340171375786,10.767992586947345,49.23950727575816,15.007745309795183,13.149991883381636,22.602755531065007,0.0,0.0,0.0
51,0.9634578774235834,12.08159540009392,10.832494562382696,48.72147755519007,15.949014188006927,12.639961706526396,22.689546550276603,0.0,0.0,0.0
52,0.9674365709141471,12.187850628812056,10.897776416526927,48.203447834622054,16.890283066218615,12.12993152967115,22.776337569488188,0.0,0.0,0.0
53,0.9713000193618632,12.294105857530191,10.96382421850298,47.68541811405398,17.83155194443035,11.619901352815896,22.863128588699773,0.0,0.0,0.0
54,0.9750507043011785,12.400361086248326,11.030624209577471,47.16738839348586,18.772820822642117,11.10987117596066,22.949919607911358,0.0,0.0,0.0
55,0.9786910970396999,12.506616314966463,11.09816280744984,46.649358672917835,19.714089700853815,10.599840999105407,23.036710627122943,0.0,0.0,0.0
56,0.9822236553278524,12.612871543684598,11.166426610042777,46.13132895234977,20.65535857906555,10.089810822250147,23.123501646334525,0.0,0.0,0.0
57,0.9856508202813109,12.719126772402733,11.235402398816968,45.6132992317817,21.59662745727728,9.5797806453949,23.210292665546113,0.0,0.0,0.0
58,0.9889750135475507,12.825382001120866,11.305077141633085,45.09526951121371,22.537896335488956,9.069750468539633,23.2970836847577,0.0,0.0,0.0
59,0.9921986347074735,12.931637229839001,11.375437995183734,44.57723979064559,23.47916521370071,8.559720291684409,23.38387470396929,0.0,0.0,0.0
60,0.9953240589027508,13.037892458557135,11.446472307017864,44.059210070077576,24.420434091912398,8.049690114829152,23.47066572318087,0.0,0.0,0.0
61,0.9983536346793319,13.144147687275273,11.518167617179659,43.5411803495095,25.36170297012415,7.539659937973886,23.557456742392453,0.0,0.0,0.0
