year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2011,-1.9627456547390065,-1.9109000317285907,1.0448865157021592
2012,15.395713748335925,14.668775340151718,15.990278514609635
2013,20.539143890870925,11.072748645033492,32.30775374864543
2014,13.344686295279828,8.038064176372428,13.46382819555403
2015,3.32494588229697,-2.0130295601106463,1.2343014952344022
2016,9.440450840145843,8.537685223171643,11.997874991133184
2017,25.407595082412016,28.864832311342447,21.705436249760957
2018,-1.4862652749519145,-7.286124861552379,-4.5690092618590805
2019,32.74471068747251,25.150803203660676,31.223834391031225
2020,34.52199230069968,32.434826541413806,18.331648727881024
2021,21.61814442759664,11.859631484838463,28.728749380815223
2022,-22.51376630515378,-22.396244523804654,-18.17536936501498
2023,37.31418997824492,23.18692892277088,26.17579889145607
2024,25.893340629222948,14.356745404800254,24.886463075613463
2025,27.319270111706608,32.28980835004962,17.719067981214565
2026,8.592351716454028,12.178328028657326,10.1302135048698
