portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct,expected_return_pct
optimized,1.0,8.684778872497512,0.15727497912314686,0.37314189978244916,-0.22513766305153782,1.0442125125508603,1.8044999415515346,15.879411097691044,13.486291881424458,-25.63207162249531,15.727497912314698
provided,1.0,5.1586017991058934,0.12039178608269999,0.3243482654141381,-0.22396244523804654,0.8167103321484745,1.3701877420886965,11.836026321532756,12.72695473205081,-27.74585846856893,12.039178608270005
benchmark,1.0,7.741649624815724,0.1500571572659523,0.3230775374864543,-0.18175369365014982,0.9570130576709305,1.5464251002645095,14.974699959734771,13.960909349860886,-23.927192485814818,15.00571572659523
