year,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
2020,0.1959237860393399,0.2740513208186286,0.2979157277981894,0.1833167143876242
2021,0.15487636617921607,0.12238475400325277,0.15935414794549452,0.2872875564595374
2022,-0.17306543496367843,-0.09956648718085048,-0.11600907972770236,-0.181753600539744
2023,0.18797368899563072,0.20728382589222472,0.2866154175399045,0.2617576730114235
2024,0.18652632774394173,0.21155110503150953,0.1454377899287418,0.24886463075613463
2025,0.24216195128696816,0.543790767081046,0.4254505373821933,0.17719067981214565
2026,0.07902799988057807,0.19884098237786008,0.20340707668953018,0.13081637433046645
