date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2020-01-01,10000.0,10000.0,10000.0,10000.0
2020-01-31,10241.395553888668,9881.404105259347,9939.14068530843,9995.964019861183
2020-02-29,9896.0197336681,9262.430876983844,9282.903706204866,9204.627937761858
2020-03-31,9348.20839643115,8162.805045658328,8155.386951021805,8055.231243978536
2020-04-30,10142.169757234306,9341.326640634565,9168.87029835654,9078.113483023813
2020-05-31,10415.643034014363,9837.78959552706,9742.447167839364,9510.644689575916
2020-06-30,10587.442734613289,10341.524467409376,10174.465782247142,9679.31121214006
2020-07-31,11290.329816732868,11417.547550619991,11052.603715064679,10249.346597699949
2020-08-31,11582.69379079532,12118.501992210895,11956.37242433464,10964.71679589778
2020-09-30,11247.144428363688,11318.217651590083,11267.894270897645,10554.155676075563
2020-10-31,10993.92258658384,11201.608878306857,11087.15689700027,10291.004570019366
2020-11-30,11571.352909138302,11911.852123041264,12066.6433848798,11410.427349965037
2020-12-31,11959.2378603934,12740.513208186287,12979.157277981894,11833.167143876242
2021-01-31,11722.115450338855,12892.633647587474,13018.428213017505,11712.581835218418
2021-02-28,11642.627673891739,13146.733001753215,13305.266538113874,12038.254226388943
2021-03-31,11835.259984010801,13201.311174075818,13390.159684634616,12584.782108042355
2021-04-30,12366.844762674422,13713.821112228481,13773.76870752894,13250.649137475673
2021-05-31,12590.229322949957,14176.73065396168,14144.631997725503,13337.654675298112
2021-06-30,12693.89365962605,14109.40772820109,14389.552894106622,13636.784255849514
2021-07-31,13033.853104271331,13878.459954065247,14328.358878657871,13969.695406243241
2021-08-31,13276.432508353235,13929.01676320494,14597.381744709717,14385.427365568052
2021-09-30,12730.318669580467,13405.113198017356,14220.817998275976,13714.989692647625
2021-10-31,13400.9439113395,14286.811739204084,14928.589095258525,14677.279699456782
2021-11-30,13376.809978897445,14019.1001745123,14730.921276798119,14559.35002412226
2021-12-31,13811.441162484023,14299.75778304536,15047.439827065258,15232.688817817725
2022-01-31,13219.895578069141,14073.170382971834,14574.78377784158,14429.296805355285
2022-02-28,13111.110940681825,14203.05440539789,14568.108665962844,14003.386478592764
2022-03-31,13292.011445201279,14619.027287730238,15003.597458820608,14529.779188197957
2022-04-30,12305.16879466385,13452.389613397458,13814.99111804616,13254.51452463955
2022-05-31,12177.831132302548,13519.085905644355,13929.175237077858,13284.432787720129
2022-06-30,11510.732611945252,12307.40495073128,12647.910575432736,12188.99184336735
2022-07-31,12103.378531063665,12779.716178105311,13561.303516685177,13311.446809422469
2022-08-31,11629.228022921097,12301.516015959558,13075.789163432526,12768.314144050782
2022-09-30,10739.026881045833,11352.192950271505,12030.272896306013,11587.936621797242
2022-10-31,11091.331642512654,11912.95960075193,12839.879895597747,12529.75131080937
2022-11-30,11808.878546353371,13176.1343377957,13805.96210192569,13226.300110906235
2022-12-31,11421.158090223471,12875.981133050509,13301.800180469438,12464.09277927786
2023-01-31,12158.257669071561,13994.23964254985,14237.657506672938,13247.924850881971
2023-02-28,11726.191026781058,13132.042384261684,13661.896327244194,12914.835826105837
2023-03-31,12283.653452132632,14057.657677269546,14636.585123576553,13393.688226359396
2023-04-30,12430.863255164366,14128.525822049407,14811.109909443154,13607.653424976426
2023-05-31,12357.796012538953,14059.442826314043,15155.790801544568,13670.467006590496
2023-06-30,12795.478094727721,14529.345813835245,15755.183520923483,14556.312637007473
2023-07-31,13051.520264474957,15258.91668069117,16448.63438243434,15032.789218024676
2023-08-31,12812.575508554977,14787.625556330577,16122.149997271033,14788.47511308545
2023-09-30,12131.975123966136,14090.907203219549,15469.235930608598,14086.9926393292
2023-10-31,12020.494087101975,13987.673451517036,15215.334956497189,13781.182887527417
2023-11-30,12970.328267475226,15134.416701389951,16486.493089014773,15040.00821342761
2023-12-31,13568.035309045068,15544.96376442532,17114.30119322706,15726.664701380107
2024-01-31,13598.155246296084,15234.853719385,17038.83085520797,15977.135756433163
2024-02-29,13982.228200777166,15673.209284763603,17678.140072066228,16810.931805874337
2024-03-31,14520.039166397208,16713.037043539178,18413.48266482112,17360.6822304324
2024-04-30,14076.301393255646,16656.87989196612,18017.280233587033,16660.705967820744
2024-05-31,14631.778278880383,17545.979086340336,18811.194474960168,17503.39885698545
2024-06-30,14993.02219017398,17867.51936590574,19362.308159999247,18120.920461441503
2024-07-31,15363.371019898252,18189.9455206545,19487.240188797787,18340.348796060873
2024-08-31,15708.51030288666,18397.859967120363,19584.610712521055,18768.884590315756
2024-09-30,16133.834581304542,19044.020844204028,19990.16187261271,19163.1145533907
2024-10-31,16042.880161381074,19228.697123144026,19834.97374977856,18992.11381963287
2024-11-30,16568.652458914305,19403.767932850376,20162.317582564745,20124.676419453164
2024-12-31,16098.831109941386,18833.518026464273,19603.36733494483,19640.475305314605
2025-01-31,16592.579636618975,19799.135424661148,20235.638230392036,20167.946703425972
2025-02-28,16713.63377602614,19997.97150448379,20056.755091973722,19911.922014877775
2025-03-31,16457.498830892684,20237.67639474695,20040.840860200395,18802.441476727672
2025-04-30,16539.200328877865,20045.431367333087,20115.40607787677,18639.421165553606
2025-05-31,17006.03429679368,21012.250118854678,21104.511994283097,19810.81447119401
2025-06-30,17608.986246725697,22220.081415895496,22435.85713193631,20828.81764713591
2025-07-31,17782.30465143017,22538.286530391477,22615.134912251924,21308.53549467697
2025-08-31,18198.68872899195,23791.204248734324,23193.95943625859,21745.779852262316
2025-09-30,19194.551433869583,26141.110948872934,24781.39655141764,22520.36973738875
2025-10-31,19673.630426969747,26593.04937024475,26246.04326329731,23057.200864698334
2025-11-30,19967.86888606805,27657.327355811027,26626.66510144683,23102.160435203474
2025-12-31,19997.355464964134,29075.01124090998,27943.630502097636,23120.58447649696
2026-01-31,20663.672977230348,31370.69912176669,30069.50412807439,23461.331461526177
2026-02-28,21135.27677143933,33339.360779467104,31865.1972773903,23258.57755000609
2026-03-31,19822.79968126413,30523.056641186788,29211.27670531089,22110.079069843872
2026-04-30,20927.626844676928,32706.153107592505,31978.530607533783,24432.80228295007
2026-05-31,21550.079145260435,34598.672544666166,34450.90205096096,25718.596901906734
2026-06-30,20967.4019056681,33005.10674073754,33230.19923854825,25453.886534451547
2026-07-31,20823.12806999425,32355.515430296044,31428.2282282714,25462.74904753988
2026-08-31,21577.7064702612,34856.315038699846,33627.5626946217,26145.135510113552
