roll_period_years,Sample Portfolio_average_pct,Sample Portfolio_high_pct,Sample Portfolio_low_pct,Portfolio 2_average_pct,Portfolio 2_high_pct,Portfolio 2_low_pct,Portfolio 3_average_pct,Portfolio 3_high_pct,Portfolio 3_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.906823394415333,33.46273493528966,-17.306543496367844,22.66476486342302,66.7137127982806,-16.615688522990226,21.967600770792153,64.1879136459238,-15.403791133783763,17.75082787408005,56.231171109454614,-18.175360053974398
3,10.30364606790397,21.698060849342205,2.5564737053728637,16.828202580006565,36.419042719304585,5.722043458286796,16.7585571722212,32.61781718328953,9.216776474234933,14.387341104398937,24.7928783197233,7.618489229113146
5,10.854850522109054,12.66561353569806,9.457646098478921,17.64695879186114,20.455846837119694,13.497498680290999,17.215151275584592,19.700033924395967,14.170812519497389,14.906965473993793,18.47514438589888,11.93062248222403
7,,,,,,,,,,,,
