portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Sample Portfolio,10000.0,21577.7064702612,0.12227888534415943,0.12352001786299616,0.12403020285696739,0.24216195128696816,-0.17306543496367843,-0.22245428592808847,0.7666178533356711,1.1983471292974617
Portfolio 2,10000.0,34856.315038699846,0.20598587397054668,0.2037479867281844,0.17456437125374005,0.543790767081046,-0.09956648718085048,-0.2234645488486494,1.0042813173677807,1.7078276899180738
Portfolio 3,10000.0,33627.5626946217,0.19951120350338347,0.19767380933166867,0.17062335463764963,0.4254505373821933,-0.11600907972770236,-0.20051031706618838,0.9918780444275993,1.6547407930668931
benchmark,10000.0,26145.135510113552,0.15507087837368738,0.1592106273530844,0.16941597242755635,0.2872875564595374,-0.181753600539744,-0.23927175560477587,0.7719129163515239,1.2321280228937905
