kind,label,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
provided,Provided Portfolio,0.4954326257243931,8.770252173447094,9.952451975920878,10.0,10.0,8.0,8.5,8.5,5.0,15.0,15.0,20.0
optimized,Optimized Portfolio,1.235255808754849,17.427293341264622,10.999997317430623,24.64631948551821,27.80947185517777,6.940732277075133,0.0,0.0,0.0,0.0,0.0,40.603439993626836
benchmark,Benchmark,0.890905648354141,16.581397690591782,14.30220467847578,,,,,,,,,
