ticker,provided_contribution,optimized_contribution,unit
QQQ,0.8418764625738959,0.7075208830959914,monetary_initial_value_1
SPMO,0.9463823460264912,1.3588731906321876,monetary_initial_value_1
AIA,0.6235826004731768,0.0,monetary_initial_value_1
GLD,0.550024160039821,1.8493973326615258,monetary_initial_value_1
XLE,0.6299737996680391,0.19021616608176597,monetary_initial_value_1
144600,0.22878162830748058,0.0,monetary_initial_value_1
SCHD,0.31646470590570847,0.17614184471887384,monetary_initial_value_1
