metric,unit,optimized,provided,benchmark
alpha,percent,7.419167585133642,4.474907584311961,2.0816681711721685e-15
beta,ratio,0.5816584902732463,0.7876794723613404,0.9999999999999999
calmar_ratio,ratio,2.986685402765805,3.300441100181461,2.602774222160936
excess_kurtosis,ratio,1.5343879649064527,1.7722671268966548,0.48075495071903873
historical_var_95,percent,2.9929833302782614,5.310599853862134,5.537130783785253
modigliani_modigliani,percent,24.0758283283414,21.12216248632422,17.690015630369437
r_squared,ratio,0.5805823934185311,0.7843949498727221,0.9999999999999998
skewness,ratio,-0.38991210637624607,-0.48725025510878084,-0.5554195569588384
treynor_ratio,ratio,0.2655829291036504,0.19513882583523465,0.13850532871748752
