year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2019,26.38873537431401,28.599196516377923,31.223880034719897
2020,34.58076329508657,37.0596431933931,18.331557884402727
2021,7.801981607075614,11.060605125966404,28.72881222583896
2022,-13.9657515835927,-17.311524284877677,-18.17536688271669
2023,28.36825067162887,32.70397273506656,26.175777831245163
2024,26.75985645653607,26.67141157441133,24.886476304115355
2025,47.147279493981856,42.64721029459233,18.59773923831167
