kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPY,weight_EWY,weight_EEM,weight_EWJ,weight_TLT,weight_GLD
provided,Provided Portfolio,0.12231593467369246,0.12191433989704123,0.6883612474000876,0.1,0.1,0.08,0.17,0.05,0.3,0.2
optimized,Optimized Portfolio,0.20390874588742997,0.11095936301873689,1.491662477129343,0.0,0.4492096885717464,0.0,0.0,0.0,0.0,0.5507903114282536
benchmark,Benchmark,0.16581396087998052,0.14302193751558245,0.8909062169563402,,,,,,,
