portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences
provided,up,0.41939428540157997,0.40559695684854197,0.013797328553038002,91
provided,down,-0.4045032177708567,-0.47081740399288985,0.06631418622203317,38
optimized,up,0.3492305947338434,0.40559695684854197,-0.05636636211469859,91
optimized,down,-0.2636970384039374,-0.47081740399288985,0.20712036558895247,38
