portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-01-31,2022-09-30,2023-07-31,-0.1848181981065684,19
optimized,2,2020-02-29,2020-03-31,2020-05-31,-0.12218069024386224,4
optimized,3,2018-10-31,2018-12-31,2019-03-31,-0.08969289629751398,6
optimized,4,2026-03-31,2026-03-31,2026-04-30,-0.07073099463283006,2
optimized,5,2020-09-30,2020-10-31,2020-12-31,-0.06863742367703962,4
optimized,6,2026-06-30,2026-07-31,2026-08-31,-0.06391949618498005,3
optimized,7,2016-08-31,2016-11-30,2017-02-28,-0.05103013368024656,7
optimized,8,2021-09-30,2021-09-30,2021-10-31,-0.041637371896600106,2
optimized,9,2018-02-28,2018-03-31,2018-08-31,-0.039631695092718355,7
optimized,10,2015-12-31,2016-01-31,2016-02-29,-0.03264243265277267,3
optimized,11,2023-09-30,2023-09-30,2023-11-30,-0.03208025382566859,3
optimized,12,2021-01-31,2021-02-28,2021-04-30,-0.027947560086505563,4
optimized,13,2019-05-31,2019-05-31,2019-06-30,-0.026041693745700867,2
optimized,14,2024-04-30,2024-04-30,2024-05-31,-0.02209830387104028,2
optimized,15,2024-12-31,2024-12-31,2025-01-31,-0.016347596806540743,2
optimized,16,2016-05-31,2016-05-31,2016-06-30,-0.012801653362003784,2
optimized,17,2025-03-31,2025-03-31,2025-04-30,-0.011744039521926042,2
optimized,18,2021-11-30,2021-11-30,2021-12-31,-0.01148238285443759,2
optimized,19,2019-09-30,2019-09-30,2019-10-31,-0.008647240844677606,2
optimized,20,2017-06-30,2017-06-30,2017-07-31,-0.00604541282808202,2
optimized,21,2017-03-31,2017-03-31,2017-04-30,-0.005213896574849386,2
optimized,22,2017-09-30,2017-09-30,2017-10-31,-0.004192474188131401,2
provided,1,2022-04-30,2022-09-30,2023-06-30,-0.22478051681031808,15
provided,2,2020-01-31,2020-03-31,2020-06-30,-0.2041534007058311,6
provided,3,2018-02-28,2018-12-31,2019-04-30,-0.11929595626597411,15
provided,4,2020-09-30,2020-10-31,2020-12-31,-0.09099155588353736,4
provided,5,2023-08-31,2023-10-31,2023-12-31,-0.07743362043049817,5
provided,6,2015-12-31,2016-01-31,2016-03-31,-0.07026953624514753,4
provided,7,2026-06-30,2026-07-31,2026-08-31,-0.06861856054995974,3
provided,8,2019-05-31,2019-05-31,2019-06-30,-0.06587370667823911,2
provided,9,2026-03-31,2026-03-31,2026-04-30,-0.0655413054282733,2
provided,10,2021-07-31,2021-09-30,2021-10-31,-0.046730361187385605,4
provided,11,2016-10-31,2016-11-30,2017-01-31,-0.03975619191142843,4
