kind,label,expected_return,volatility,sharpe,weight_SPY,weight_QQQ,weight_TLT,weight_GLD,weight_CPER,weight_MCHI,weight_EWY
provided,Provided Portfolio,0.12039178608270004,0.12726954732050813,0.8167103321484748,0.2,0.3,0.1,0.1,0.1,0.1,0.1
optimized,Optimized Portfolio,0.15727497912314697,0.1348629188142446,1.0442125125508612,0.3139547158796185,0.5,0.0,0.1860452841203815,0.0,0.0,0.0
benchmark,Benchmark,0.1500571572659523,0.13960909349860887,0.9570130576709305,,,,,,,
