portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-01-31,2022-09-30,2023-07-31,-0.2563207162249531,19
optimized,2,2020-02-29,2020-03-31,2020-05-31,-0.1280886993187128,4
optimized,3,2018-09-30,2018-12-31,2019-04-30,-0.1148959878486624,8
optimized,4,2012-04-30,2012-05-31,2012-08-31,-0.07352480289556651,5
optimized,5,2015-06-30,2015-09-30,2015-10-31,-0.07185544565326318,5
optimized,6,2020-09-30,2020-10-31,2020-11-30,-0.07126572795965225,3
optimized,7,2023-08-31,2023-10-31,2023-11-30,-0.06652096750002445,4
optimized,8,2015-11-30,2016-01-31,2016-03-31,-0.06170394804312451,5
optimized,9,2026-03-31,2026-03-31,2026-04-30,-0.06025440725793829,2
optimized,10,2019-05-31,2019-05-31,2019-06-30,-0.05787763331883955,2
optimized,11,2026-06-30,2026-07-31,,-0.056078732445754786,2
optimized,12,2025-02-28,2025-03-31,2025-05-31,-0.05142900119787641,4
optimized,13,2021-09-30,2021-09-30,2021-10-31,-0.049044977818579416,2
optimized,14,2018-02-28,2018-03-31,2018-07-31,-0.04896099114637564,6
optimized,15,2012-10-31,2012-10-31,2013-03-31,-0.03758657294838963,6
optimized,16,2013-06-30,2013-06-30,2013-07-31,-0.03674047141236214,2
optimized,17,2024-04-30,2024-04-30,2024-05-31,-0.02896561674443865,2
optimized,18,2015-03-31,2015-03-31,2015-05-31,-0.020729746487257117,3
optimized,19,2016-10-31,2016-11-30,2017-01-31,-0.01997693988099236,4
optimized,20,2014-09-30,2014-09-30,2014-11-30,-0.01960546009985109,3
optimized,21,2014-03-31,2014-03-31,2014-05-31,-0.01690928579520179,3
optimized,22,2014-01-31,2014-01-31,2014-02-28,-0.014312205709458015,2
optimized,23,2017-06-30,2017-06-30,2017-07-31,-0.013598613020494699,2
optimized,24,2014-12-31,2015-01-31,2015-02-28,-0.013072992773319858,3
optimized,25,2021-01-31,2021-02-28,2021-03-31,-0.011440586031034039,3
optimized,26,2024-12-31,2024-12-31,2025-01-31,-0.007904711006228249,2
optimized,27,2016-04-30,2016-04-30,2016-05-31,-0.0051922227532328336,2
optimized,28,2014-07-31,2014-07-31,2014-08-31,-0.005065718805379538,2
optimized,29,2013-08-31,2013-08-31,2013-09-30,-0.0017130291436077139,2
optimized,30,2017-09-30,2017-09-30,2017-10-31,-0.0014197895197819443,2
optimized,31,2016-08-31,2016-08-31,2016-09-30,-0.00043192230221678063,2
optimized,32,2019-08-31,2019-08-31,2019-09-30,-3.385991522053544e-05,2
provided,1,2022-01-31,2022-09-30,2024-03-31,-0.2774585846856893,27
provided,2,2018-02-28,2018-12-31,2019-04-30,-0.11824688398848227,15
provided,3,2015-05-31,2016-01-31,2016-07-31,-0.11042728217051412,15
provided,4,2020-01-31,2020-03-31,2020-05-31,-0.10447305002216822,5
provided,5,2026-03-31,2026-03-31,2026-04-30,-0.06992701758936681,2
provided,6,2012-05-31,2012-05-31,2012-09-30,-0.06314995234848908,5
provided,7,2019-05-31,2019-05-31,2019-09-30,-0.06074554709786051,5
provided,8,2026-06-30,2026-07-31,,-0.05510469674808949,2
provided,9,2021-09-30,2021-09-30,2021-12-31,-0.0502418668495056,4
provided,10,2013-06-30,2013-06-30,2013-08-31,-0.04550609686782814,3
provided,11,2020-09-30,2020-10-31,2020-11-30,-0.04033179271444476,3
provided,12,2014-09-30,2014-09-30,2015-02-28,-0.033822928152839826,6
provided,13,2024-10-31,2024-12-31,2025-01-31,-0.02772066293782771,4
provided,14,2014-01-31,2014-01-31,2014-02-28,-0.02702407051378064,2
provided,15,2012-10-31,2012-10-31,2013-01-31,-0.024660229984643678,4
provided,16,2016-10-31,2016-10-31,2017-01-31,-0.0232403460190993,4
provided,17,2025-03-31,2025-04-30,2025-05-31,-0.01809896581710635,3
provided,18,2014-03-31,2014-03-31,2014-05-31,-0.013420033897011074,3
provided,19,2024-04-30,2024-04-30,2024-05-31,-0.01261559227159137,2
provided,20,2013-02-28,2013-02-28,2013-04-30,-0.006267462815237157,3
provided,21,2025-11-30,2025-11-30,2025-12-31,-0.004748916828898997,2
provided,22,2017-09-30,2017-09-30,2017-10-31,-0.004221838667576305,2
provided,23,2015-03-31,2015-03-31,2015-04-30,-0.004094284365823597,2
provided,24,2017-06-30,2017-06-30,2017-07-31,-0.0006653735837612862,2
benchmark,1,2022-01-31,2022-09-30,2023-12-31,-0.2392719248581482,24
benchmark,2,2020-01-31,2020-03-31,2020-07-31,-0.19447685537264303,7
benchmark,3,2018-10-31,2018-12-31,2019-04-30,-0.13532120297369,7
benchmark,4,2015-08-31,2015-09-30,2016-05-31,-0.08491093853123677,10
benchmark,5,2025-02-28,2025-04-30,2025-06-30,-0.07578974101565716,5
benchmark,6,2012-04-30,2012-05-31,2012-08-31,-0.0663306074756621,5
benchmark,7,2019-05-31,2019-05-31,2019-06-30,-0.06377142173283135,2
benchmark,8,2018-02-28,2018-03-31,2018-07-31,-0.06277425908313905,6
benchmark,9,2020-09-30,2020-10-31,2020-11-30,-0.061443472352652684,3
benchmark,10,2026-02-28,2026-03-31,2026-04-30,-0.0575948723923958,3
benchmark,11,2021-09-30,2021-09-30,2021-10-31,-0.04660534253455628,2
benchmark,12,2024-04-30,2024-04-30,2024-05-31,-0.040319568846411524,2
benchmark,13,2014-01-31,2014-01-31,2014-02-28,-0.03524780773852598,2
benchmark,14,2014-12-31,2015-01-31,2015-02-28,-0.03209052945379853,3
benchmark,15,2013-08-31,2013-08-31,2013-09-30,-0.02999226392479426,2
benchmark,16,2024-12-31,2024-12-31,2025-01-31,-0.02406006954082074,2
benchmark,17,2015-06-30,2015-06-30,2015-07-31,-0.020311593730148902,2
benchmark,18,2012-10-31,2012-10-31,2013-01-31,-0.018198109357335013,4
benchmark,19,2016-10-31,2016-10-31,2016-11-30,-0.017337269559265955,2
benchmark,20,2019-08-31,2019-08-31,2019-09-30,-0.016743453043715606,2
benchmark,21,2015-03-31,2015-03-31,2015-05-31,-0.01570566676914731,3
benchmark,22,2014-09-30,2014-09-30,2014-10-31,-0.013796436546610114,2
benchmark,23,2014-07-31,2014-07-31,2014-08-31,-0.01343783520931352,2
benchmark,24,2013-06-30,2013-06-30,2013-07-31,-0.013344671476482883,2
benchmark,25,2026-06-30,2026-06-30,,-0.010292566443839024,2
benchmark,26,2021-01-31,2021-01-31,2021-02-28,-0.010190539691776745,2
benchmark,27,2024-10-31,2024-10-31,2024-11-30,-0.008923539734813524,2
benchmark,28,2021-11-30,2021-11-30,2021-12-31,-0.008034845540137114,2
