year,optimized,provided,benchmark
2011,-0.019627456547390065,-0.019109000317285907,0.010448865157021592
2012,0.15395713748335926,0.14668775340151718,0.15990278514609635
2013,0.20539143890870926,0.11072748645033492,0.3230775374864543
2014,0.13344686295279828,0.08038064176372428,0.13463828195554028
2015,0.0332494588229697,-0.020130295601106463,0.012343014952344022
2016,0.09440450840145842,0.08537685223171643,0.11997874991133184
2017,0.25407595082412016,0.2886483231134245,0.21705436249760957
2018,-0.014862652749519145,-0.07286124861552379,-0.045690092618590805
2019,0.3274471068747251,0.25150803203660677,0.31223834391031224
2020,0.3452199230069968,0.3243482654141381,0.18331648727881023
2021,0.21618144427596642,0.11859631484838462,0.2872874938081522
2022,-0.22513766305153782,-0.22396244523804654,-0.18175369365014982
2023,0.37314189978244916,0.23186928922770877,0.2617579889145607
2024,0.2589334062922295,0.14356745404800253,0.24886463075613463
2025,0.27319270111706606,0.3228980835004962,0.17719067981214565
2026,0.08592351716454028,0.12178328028657326,0.101302135048698
