year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2015,-0.7140195621633594,-1.7133760417224142,1.7096629096856164
2016,14.025883501021653,16.964844707684044,14.842051106329745
2017,8.495603333469814,8.686227014102709,7.99285305361912
2018,1.5260979791202889,-2.7990187423860613,-0.39210401287966823
2019,31.160505310947006,29.186737756507707,35.93183557562034
2020,22.717914280324592,15.503416110431179,11.175551440710807
2021,21.19023092021539,26.738807588591374,40.98878318316635
2022,-5.007437124352565,2.1819997033247773,-13.336253144735688
2023,23.326311391155574,18.78083645832078,27.935862744081376
2024,44.42312051987114,40.37651871421759,43.41165856733367
2025,34.525594702991015,30.81509411346648,15.354082673803182
2026,11.991169607490605,20.279226027971653,8.88832490115481
