kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1073040320593415,17.66785698507051,12.488326445205926,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.2550038639603427,17.550428244123726,10.925022527210555,23.62491698033754,16.253878227409906,7.287822684278895,38.63202522481196,0.3044383716981997,0.0,13.896918511463497
benchmark,Benchmark,0.8969736986122375,16.577789591619947,14.201427369283476,,,,,,,
