roll_period_years,optimized_average_pct,optimized_high_pct,optimized_low_pct,provided_average_pct,provided_high_pct,provided_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,19.527304422606242,47.14726754441136,-16.055717417454662,20.15322385951573,43.432386720837314,-18.004342179491182,16.48184539917665,56.231140847418445,-18.175372470309636
3,14.0016357898342,34.184294196941245,3.7052975761693974,14.575947034618132,33.99044310967596,4.8184098015906285,13.474340787664229,25.968829178036824,7.6184862353166904
5,15.750537980157183,18.29727665834424,13.507110861591688,16.527063922721446,18.346100277374134,13.886334851290316,15.484195523924523,18.475142417906397,13.095243928021327
7,20.907834151020133,20.907834151020133,20.907834151020133,21.377953752368374,21.377953752368374,21.377953752368374,17.305982479979765,17.305982479979765,17.305982479979765
