portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino,expected_return
optimized,1.0,3.777297031150259,0.20907835977980493,0.19915088583907214,0.1263693277734419,0.4714725635582824,-0.13965763438364198,-0.1877909254371437,1.417676971110097,2.76612181831608,0.1991508858390721
provided,1.0,3.881313217948627,0.21377954134244415,0.20379930542119046,0.1317386761911807,0.42647214187400473,-0.17311514595773925,-0.2118333957444012,1.3951810564306777,2.5989651054772915,0.20379930542119049
benchmark,1.0,3.056617526518034,0.17305981336253518,0.17429517119446186,0.16570536474528486,0.3122383908497526,-0.1817536936501497,-0.23927178828328322,0.9311416768650657,1.488018485434294,0.17429517119446186
