portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-12-31,2023-05-31,-0.12827990552058877,14
optimized,2,2026-06-30,2026-07-31,,-0.09752210929552296,3
optimized,3,2026-03-31,2026-03-31,2026-04-30,-0.07537853240882453,2
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.0531983493497753,3
optimized,5,2023-09-30,2023-10-31,2023-11-30,-0.031950922893100975,3
optimized,6,2025-02-28,2025-02-28,2025-03-31,-0.003668214152245164,2
optimized,7,2024-11-30,2024-11-30,2024-12-31,-0.0030468879024644346,2
provided,1,2022-01-31,2022-12-31,2024-03-31,-0.1577778542660283,27
provided,2,2026-06-30,2026-07-31,,-0.08398028888313236,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.06006557773595289,3
provided,4,2025-04-30,2025-05-31,2025-06-30,-0.014265930656653047,3
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.006388640707304494,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403064084381122,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727148613561175,6
benchmark,3,2026-07-31,2026-07-31,,-0.0823418340649481,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.051630331037446964,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966097781790477,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622288817199841,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621002027219601,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.0025009915639523372,2
