kind,label,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
provided,Provided Portfolio,0.4954326583067035,8.770252200248647,9.952451375491492,10.0,10.0,8.0,8.5,8.5,5.0,15.0,15.0,20.0
optimized,Optimized Portfolio,1.1505713914508504,18.79691061439383,12.999999797415516,27.092745532634193,17.299384567282875,14.487265043106353,0.0,0.0,0.0,0.0,0.0,41.12060181024806
benchmark,Benchmark,0.8909056065002338,16.581395885672073,14.302203324441692,,,,,,,,,
