portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
Native Bond 50/50,1,2021-12-31,2026-07-31,,57,-34.18324794826749
TLT Proxy,1,2021-12-31,2023-10-31,,57,-34.38186176748707
EDV Proxy,1,2021-12-31,2023-10-31,,57,-47.05102436784648
ZROZ Proxy,1,2021-12-31,2023-10-31,,57,-50.449620196952296
benchmark,1,2022-01-31,2022-06-30,2023-04-30 00:00:00,16,-13.40305817089914
benchmark,2,2025-02-28,2025-04-30,2025-07-31 00:00:00,6,-8.727149385650335
benchmark,3,2026-07-31,2026-07-31,,2,-8.234183406494832
benchmark,4,2023-09-30,2023-10-31,2023-12-31 00:00:00,4,-5.163025457894388
benchmark,5,2025-12-31,2026-03-31,2026-04-30 00:00:00,5,-1.5483721436609588
benchmark,6,2024-04-30,2024-04-30,2024-05-31 00:00:00,2,-1.4966274842780125
benchmark,7,2023-05-31,2023-05-31,2023-06-30 00:00:00,2,-0.8622213033953274
benchmark,8,2024-07-31,2024-08-31,2024-09-30 00:00:00,3,-0.4621222689090154
benchmark,9,2023-07-31,2023-07-31,2023-08-31 00:00:00,2,-0.25010628457037276
