year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.20851160116732714,4.246183478518661,3.6759629843952757
2018,2.271729544555434,-2.799038079869187,-0.392097525291224
2019,28.851752330309523,29.18673789646842,35.931821435982144
2020,19.231661194202808,15.503435918000807,11.175543459301828
2021,21.309270981248464,26.73879858471315,40.988798342800116
2022,0.9341072314782206,2.181998231773674,-13.336254459285557
2023,22.428727388479363,18.78083784010849,27.93587342107533
2024,48.26606694570401,40.37650200525293,43.41165856733367
2025,38.791544224260235,30.81510246557815,15.354082673803182
2026,9.965054587129796,20.279228926854476,8.88832490115481
