kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472277265313338,19.210168900343866,13.398112498724867,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3435608242741552,19.423755683591278,11.599231418041553,16.502992212884454,28.059484195414825,0.0,47.774561175489275,4.954277577474045,0.0,2.708684838737405
benchmark,Benchmark,0.9194008248838561,17.690014580448594,15.064737214671938,,,,,,,
