date,asset_133690,asset_402970,asset_069500,asset_168580,asset_200250,asset_EWJ,asset_TLT,asset_385560,asset_132030,optimized,provided,benchmark
2021-11-30,0.06091326031929034,0.007658772239896416,-0.03594799014192229,-0.0006405534381705991,-0.04249737670514164,-0.010849587344298417,0.048288506364297046,0.06953548751960104,-0.0024824162184525767,0.011613287069575142,0.016949276454062627,0.011823657106886154
2021-12-31,0.01032328171692476,0.05881665107577172,0.06523272214386466,0.023363138159792296,0.01972602739726037,0.015938297027180193,-0.027862094948556293,-0.01545450175455465,0.0016590626296142386,0.02410944171458179,0.010426427994943517,0.045501030108078044
2022-01-31,-0.12817844909220566,-0.029044726670347853,-0.08929162528963919,-0.05236126769384941,0.009134873723804393,-0.04649342256501776,-0.016071438259756654,-0.05858945877987454,-0.001242236024844745,-0.0387015681738441,-0.04031214397604483,-0.038555048661155555
2022-02-28,-0.024365386936290645,-0.009895359417652405,0.009753142510979806,-0.011004626569729004,-0.024760383386581486,-0.0018645732471940235,-0.0261889392418867,-0.023027254103674455,0.06227197346600333,0.015126695320162824,-0.0007071120517955221,-0.03764913760501509
2022-03-31,0.10111880807081208,0.0557151062607697,0.013048564657887729,-0.06388879607043807,0.028938028938028992,-0.0073095063672606875,-0.04109273362428223,-0.04520238885202388,0.009679181953009097,0.040098299987799804,0.002382554100327297,0.05224121805616888
2022-04-30,-0.08333229313594548,0.004787812840043593,-0.028573966599549916,-0.062323755131179714,-0.0018572565667285268,-0.03726390886421782,-0.05113935644191636,-0.09107083287001005,-0.007653652879783479,-0.02045999038047442,-0.04032120576783293,-0.04436190678966645
2022-05-31,-0.06394596729169222,0.0010829542993284758,-0.0019508031822477179,0.0011420305302829448,-0.04837852206273263,-0.00711907986580973,-0.04600376820421881,0.012371543919745598,-0.03529136802742283,-0.025178160662157587,-0.022916528575520453,-0.02180892244938626
2022-06-30,-0.048748199764332756,-0.04857204673301596,-0.12888250923861588,0.15430244495988443,-0.04469273743016755,-0.03961769217757849,0.0238032307637126,-0.08901678222383347,-0.02091577162238556,-0.037367902946881144,-0.026671871901172373,-0.04849238329838734
2022-07-31,0.11934546566753323,0.03888573052870958,0.05129193983802538,-0.07184504397667757,0.0888888888888888,0.06898405776628569,0.030228487753404476,0.12275320023877434,-0.029940613658858473,0.031269341432616685,0.041783534979573676,0.09839720818502573
2022-08-31,-0.005232669344481744,0.02177957754186277,-0.004802241045821387,-0.01735519591141399,0.04779806659505903,-0.010876491691017565,-0.010813038832983679,-0.12470647309890559,-0.02746365105008075,-0.004963587235270128,-0.0225063260401682,-0.005911985849125334
2022-09-30,-0.03649173888560797,-0.010711225364181676,-0.12277997453253808,-0.026113338389858076,-0.005125576627370565,-0.02874821552977802,-0.022250610751350264,-0.0674911839640947,-0.034359153698198974,-0.026146311815233227,-0.03896851288749189,-0.03300662249480213
