year,ticker,asset_annual_return,baseline_weight,excluded_year_weight,delta_weight,status
2015,138920,-0.0224346468981663,0.0,0.0,0.0,optimal
2015,144600,-0.1056447436561367,0.0,0.0,0.0,optimal
2015,AIA,-0.0244089015298092,0.04508414936205738,0.0488205427371511,0.0037363933750938,optimal
2015,GLD,-0.0480074355999352,0.3948449304671397,0.408541904427263,0.0136969739601233,optimal
2015,QQQ,0.0285476594588018,0.3106283464337882,0.2976373171223039,-0.0129910293114843,optimal
2015,SCHD,0.0306882053114525,0.023937657705376685,0.0,-0.0239376577053766,optimal
2015,SPMO,0.0146087181957419,0.19817179317614658,0.2000005708661493,0.0018287776900027,optimal
2015,XLE,-0.0861838975406835,0.027333081711022382,0.0449996577193756,0.0176665760083532,optimal
2016,138920,0.1403911394931154,0.0,0.0,0.0,optimal
2016,144600,0.1239143022582514,0.0,0.0,0.0,optimal
2016,AIA,0.1578677799957724,0.04508414936205738,0.0211534475447492,-0.0239307018173081,optimal
2016,GLD,0.1254812802924219,0.3948449304671397,0.4335106068376864,0.0386656763705466,optimal
2016,QQQ,0.105992022721542,0.3106283464337882,0.2796494391201792,-0.030978907313609,optimal
2016,SCHD,0.1957068328601574,0.023937657705376685,0.0467164331584789,0.0227787754531022,optimal
2016,SPMO,0.111266122535766,0.19817179317614658,0.2189700397104945,0.0207982465343479,optimal
2016,XLE,0.334862923092394,0.027333081711022382,0.0,-0.0273330817110223,optimal
2017,138920,-0.1099833756234139,0.0,0.0249462727502814,0.0249462727502814,optimal
2017,144600,0.0090159711488924,0.0,0.0,0.0,optimal
2017,AIA,0.2796704413157749,0.04508414936205738,0.0,-0.0450841493620573,optimal
2017,GLD,-0.0120068419934654,0.3948449304671397,0.4384028847103899,0.0435579542432502,optimal
2017,QQQ,0.1718642967180903,0.3106283464337882,0.271053400984888,-0.0395749454489001,optimal
2017,SCHD,0.0709281115292366,0.023937657705376685,0.0,-0.0239376577053766,optimal
2017,SPMO,0.1299145848988174,0.19817179317614658,0.2020968458044384,0.0039250526282918,optimal
2017,XLE,-0.1209022836770548,0.027333081711022382,0.0634999312930709,0.0361668495820485,optimal
2018,138920,-0.1530672434132913,0.0,0.0,0.0,optimal
2018,144600,-0.1118202706152665,0.0,0.0,0.0,optimal
2018,AIA,-0.1025228525988066,0.04508414936205738,0.1030407937878261,0.0579566444257687,optimal
2018,GLD,0.0276993685822213,0.3948449304671397,0.3426245957128471,-0.0522203347542925,optimal
2018,QQQ,0.0264761416027932,0.3106283464337882,0.2938066568756086,-0.0168216895581796,optimal
2018,SCHD,-0.025728196936909,0.023937657705376685,0.0210063854604718,-0.0029312722449048,optimal
2018,SPMO,0.0243297410207155,0.19817179317614658,0.1853276971261126,-0.0128440960500339,optimal
2018,XLE,-0.1540154921342823,0.027333081711022382,0.0541938683866416,0.0268607866756192,optimal
2019,138920,-0.0416715031921068,0.0,0.007942085778307,0.007942085778307,optimal
2019,144600,0.1345214141994828,0.0,0.0,0.0,optimal
2019,AIA,0.2620978974789099,0.04508414936205738,0.0681011035808933,0.0230169542188359,optimal
2019,GLD,0.2214055162834511,0.3948449304671397,0.4060486919557776,0.0112037614886379,optimal
2019,QQQ,0.450018816376281,0.3106283464337882,0.2107200555023466,-0.0999082909314416,optimal
2019,SCHD,0.3277031150063947,0.023937657705376685,0.0,-0.0239376577053766,optimal
2019,SPMO,0.3163257031812756,0.19817179317614658,0.2599777822745551,0.0618059890984085,optimal
2019,XLE,0.1579116582107231,0.027333081711022382,0.0472100429937367,0.0198769612827143,optimal
2020,138920,0.2900920542635661,0.0,0.0,0.0,optimal
2020,144600,0.3863693944768176,0.0,0.0,0.0,optimal
2020,AIA,0.2622833354703702,0.04508414936205738,0.0,-0.0450841493620573,optimal
2020,GLD,0.1728248141688815,0.3948449304671397,0.2167777114886379,-0.1780672189785018,optimal
2020,QQQ,0.3962367272083218,0.3106283464337882,0.2284899260268547,-0.0821384204069334,optimal
2020,SCHD,0.0790037650226374,0.023937657705376685,0.0,-0.0239376577053766,optimal
2020,SPMO,0.2011512573799048,0.19817179317614658,0.3406014147080003,0.1424296215318537,optimal
2020,XLE,-0.3572019552560556,0.027333081711022382,0.2141309132632978,0.1867978315522754,optimal
2021,138920,0.0992395080274153,0.0,0.0046572727317186,0.0046572727317186,optimal
2021,144600,-0.1557017543859649,0.0,0.0,0.0,optimal
2021,AIA,-0.025920444560887,0.04508414936205738,0.1540498554490232,0.1089657060869659,optimal
2021,GLD,0.0351702594605185,0.3948449304671397,0.4370465442913097,0.0422016138241699,optimal
2021,QQQ,0.3924700299266168,0.3106283464337882,0.1711332574719127,-0.1394950889618754,optimal
2021,SCHD,0.4130497159300634,0.023937657705376685,0.0,-0.0239376577053766,optimal
2021,SPMO,0.3341728138140256,0.19817179317614658,0.2331128388347378,0.0349410456585912,optimal
2021,XLE,0.6424729776662192,0.027333081711022382,0.0,-0.0273330817110223,optimal
2022,138920,0.2382131875640583,0.0,0.0123769894774911,0.0123769894774911,optimal
2022,144600,0.0194805194805194,0.0,0.0,0.0,optimal
2022,AIA,-0.1735723094915449,0.04508414936205738,0.0129105036143884,-0.0321736457476689,optimal
2022,GLD,0.0705604896839604,0.3948449304671397,0.3490912745670044,-0.0457536559001352,optimal
2022,QQQ,-0.2782343045667603,0.3106283464337882,0.5693405614272335,0.2587122149934453,optimal
2022,SCHD,0.0462594765750234,0.023937657705376685,0.056280640275584,0.0323429825702073,optimal
2022,SPMO,-0.0396759786743151,0.19817179317614658,0.0,-0.1981717931761465,optimal
2022,XLE,0.7624169509632654,0.027333081711022382,0.0,-0.0273330817110223,optimal
2023,138920,-0.019245361109195,0.0,0.0,0.0,optimal
2023,144600,-0.0276008492568998,0.0,0.0,0.0,optimal
2023,AIA,0.0454288180406201,0.04508414936205738,0.1128774511100604,0.067793301748003,optimal
2023,GLD,0.1521537976406,0.3948449304671397,0.3353409599819416,-0.0595039704851981,optimal
2023,QQQ,0.5792846588433145,0.3106283464337882,0.0,-0.3106283464337882,optimal
2023,SCHD,0.0616299124395502,0.023937657705376685,0.1187341219272975,0.0947964642219208,optimal
