portfolio,date,portfolio_return,benchmark_return,active_return,cumulative_active_return,annual_active_return,rolling_active_return,rolling_tracking_error_pct
Portfolio 1,2004-12-31,0.010494108611126271,0.03012098521529505,-0.01962687660416878,-0.01962687660416873,-0.01962687660416873,,
Portfolio 1,2005-01-31,-0.03561493640736142,-0.022420679409822064,-0.013194256997539358,-0.03251954765952536,0.029203458871205124,,
Portfolio 1,2005-02-28,0.012767190859566256,0.020903595452483437,-0.00813640459291718,-0.041128293545460215,0.029203458871205124,,
Portfolio 1,2005-03-31,-0.01602352613109236,-0.01829250861124143,0.0022689824801490725,-0.03813658815307608,0.029203458871205124,,
Portfolio 1,2005-04-30,-0.012434440657848244,-0.01873551974070009,0.006301079082851846,-0.03130289510180062,0.029203458871205124,,
Portfolio 1,2005-05-31,0.02632751072775282,0.03222453374168133,-0.005897023013928505,-0.037967199013967945,0.029203458871205124,,
Portfolio 1,2005-06-30,0.0038523416079605873,0.0015152659152644077,0.0023370756926961796,-0.0357243298111406,0.029203458871205124,,
Portfolio 1,2005-07-31,0.027848414663235056,0.03826142560773538,-0.010413010944500322,-0.04738027651791343,0.029203458871205124,,
Portfolio 1,2005-08-31,-0.0012961332735548338,-0.009374513033059695,0.008078379759504862,-0.0387315800539616,0.029203458871205124,,
Portfolio 1,2005-09-30,0.027160598478638453,0.008025069821410824,0.01913552865722763,-0.019633249547828413,0.029203458871205124,,
Portfolio 1,2005-10-31,-0.01474736685588408,-0.023650690290667464,0.008903323434783384,-0.009892997080924726,0.029203458871205124,,
Portfolio 1,2005-11-30,0.0495596596260821,0.04395274369224289,0.005606915933839211,-0.004572413068773207,0.029203458871205124,,
Portfolio 1,2005-12-31,0.0106159033663045,-0.0019139160821409762,0.012529819448445476,0.008935414161600708,0.029203458871205124,,
Portfolio 1,2006-01-31,0.04808405725113539,0.024014132794873078,0.024069924456262312,0.035357157938451955,-0.01640355505560631,,
Portfolio 1,2006-02-28,-0.008147787181399703,0.005725559534603741,-0.013873346716003444,0.0197280738374066,-0.01640355505560631,,
Portfolio 1,2006-03-31,0.020727719124911573,0.0165039032715113,0.004223815853400273,0.024834385237679557,-0.01640355505560631,,
Portfolio 1,2006-04-30,0.038682808838569914,0.012631737583770786,0.02605107125479913,0.05524513704015299,-0.01640355505560631,,
Portfolio 1,2006-05-31,-0.034827048934778275,-0.0301210016943958,-0.004706047240382476,0.047933840888223056,-0.01640355505560631,,
Portfolio 1,2006-06-30,-0.01318473756323436,0.0026085059947902334,-0.015793243558024594,0.02976702087541061,-0.01640355505560631,,
Portfolio 1,2006-07-31,-0.00044543742355961525,0.004478194899296906,-0.004923632322856521,0.02427292184202634,-0.01640355505560631,,
Portfolio 1,2006-08-31,0.018490583982729812,0.02182276561940366,-0.003332181636673849,0.02099584688089884,-0.01640355505560631,,
Portfolio 1,2006-09-30,0.009644941622413849,0.02700091161854412,-0.017355969996130274,0.0013681793899236183,-0.01640355505560631,,
Portfolio 1,2006-10-31,0.028121589919669794,0.03151699491856874,-0.0033954049988989474,-0.002577534724348629,-0.01640355505560631,,
Portfolio 1,2006-11-30,0.03823076905099685,0.01988517352227137,0.01834559552872548,0.019529222051452244,-0.01640355505560631,,
Portfolio 1,2006-12-31,-0.008397989281372208,0.013371930413162092,-0.0217699196945343,-0.007508820183373066,-0.01640355505560631,,
Portfolio 1,2007-01-31,0.018125417803984734,0.015040197369515784,0.00308522043446895,-0.003785419863247208,0.12198719684503812,,
Portfolio 1,2007-02-28,-0.0012322853967066997,-0.019617680394044434,0.018385394997337736,0.019564635469432323,0.12198719684503812,,
Portfolio 1,2007-03-31,0.0015738337928711816,0.011589101649555955,-0.010015267856684773,0.007127730516868436,0.12198719684503812,,
Portfolio 1,2007-04-30,0.036802876236585715,0.04429561220363154,-0.007492735967045826,-0.0020455202487612567,0.12198719684503812,,
Portfolio 1,2007-05-31,0.011316178422408904,0.03392009747291724,-0.02260391905050834,-0.03179456611669629,0.12198719684503812,,
Portfolio 1,2007-06-30,-0.009229452241658366,-0.014620775970849431,0.005391323729191065,-0.024170619091419487,0.12198719684503812,,
Portfolio 1,2007-07-31,-0.00048227476454305645,-0.03131043945749579,0.03082816469295273,0.017144769842590835,0.12198719684503812,,
Portfolio 1,2007-08-31,0.017899571302573202,0.012832778807171374,0.005066792495401828,0.02402761689309174,0.12198719684503812,,
Portfolio 1,2007-09-30,0.05898345523396314,0.038714662246786435,0.020268792987176702,0.05208838581249475,0.12198719684503812,,
Portfolio 1,2007-10-31,0.047125558717619025,0.013566446901471574,0.03355911181614745,0.10036472886779624,0.12198719684503812,,
Portfolio 1,2007-11-30,-0.0328125389524831,-0.038732404908678575,0.005919865956195473,0.10526415635977049,0.12198719684503812,0.028275088191568543,5.184765895266772
Portfolio 1,2007-12-31,0.016401153717561658,-0.011261178711471254,0.02766233242903291,0.1437904200618132,0.12198719684503812,0.04539798855158783,5.222127893832997
Portfolio 1,2008-01-31,-0.01792712173831737,-0.060460808251067255,0.042533686512749885,0.19715897476273048,0.14890726158169787,0.06652480137781192,5.590399176719172
Portfolio 1,2008-02-29,-0.005315616807950096,-0.025842503445492992,0.020526886637542895,0.22147837630348,0.14890726158169787,0.0763131300732145,5.603983489281051
Portfolio 1,2008-03-31,-0.013725920495074548,-0.008942071519603023,-0.004783848975471525,0.21267921161309444,0.14890726158169787,0.07385638095398739,5.634017871774198
Portfolio 1,2008-04-30,0.023352640463448208,0.047661987729197275,-0.024309347265749067,0.1886420406690863,0.14890726158169787,0.06402846008383345,5.892648867248392
Portfolio 1,2008-05-31,0.02332016971216175,0.015116425990483684,0.008203743721678067,0.20329571140115732,0.14890726158169787,0.06891305657535107,5.8612579321315135
Portfolio 1,2008-06-30,-0.03922133613343029,-0.08357559723516517,0.044354261101734876,0.25160215447566703,0.14890726158169787,0.08365776311359663,6.278880700990761
Portfolio 1,2008-07-31,-0.004381893044212215,-0.008985774443587058,0.004603881399374843,0.255853179152457,0.14890726158169787,0.08782513778964463,6.200945138575526
Portfolio 1,2008-08-31,-0.017356922669765185,0.015453727955051288,-0.03281065062481647,0.2136020743869662,0.14890726158169787,0.07330367905569668,6.606977056180405
Portfolio 1,2008-09-30,-0.06278473588591624,-0.09417349992436386,0.03138876403844762,0.23692184234309321,0.14890726158169787,0.07619555026782043,6.729692386848263
Portfolio 1,2008-10-31,-0.1452528215858676,-0.1651868412705786,0.01993401968471098,0.22363806254273477,0.14890726158169787,0.0772735728559868,6.776240325140642
Portfolio 1,2008-11-30,-0.009794809690672264,-0.06960714555623149,0.05981233586555922,0.274374935054187,0.14890726158169787,0.09328478562641274,7.4477267639090305
Portfolio 1,2008-12-31,0.038125063147952096,0.00979682089638878,0.028328242251563315,0.30815801826519384,0.14890726158169787,0.09877647127963207,7.537683036003899
Portfolio 1,2009-01-31,-0.01877213597638494,-0.08211445872926715,0.06334232275288221,0.3550335982106889,0.04571201685814419,0.10953635699389597,8.13818906906327
Portfolio 1,2009-02-28,-0.0444274308182307,-0.1074482778999305,0.0630208470816998,0.38735123809358873,0.04571201685814419,0.1317502786182333,8.58619003615875
Portfolio 1,2009-03-31,0.051645549815859615,0.08331046671458586,-0.03166491689872625,0.3857891854657607,0.04571201685814419,0.12334564850007812,8.932515655326503
Portfolio 1,2009-04-30,0.056238250298616156,0.09934582214179932,-0.043107571843183166,0.37567861756079546,0.04571201685814419,0.10481129758274155,9.398256060430406
Portfolio 1,2009-05-31,0.05578333612099659,0.058453678839893275,-0.0026703427188966844,0.3944691861782109,0.04571201685814419,0.10870918054648526,9.389168929147887
Portfolio 1,2009-06-30,-0.007549769096248869,-0.0006550124728471607,-0.006894756623401708,0.38557146898593464,0.04571201685814419,0.11165645746722386,9.323830444640489
Portfolio 1,2009-07-31,0.055669236820586575,0.07460580836436281,-0.01893657154377624,0.39078839476675875,0.04571201685814419,0.10969521632863877,9.429142410675052
Portfolio 1,2009-08-31,0.016416467026123184,0.03693922849872955,-0.020522761472606364,0.3782815721215256,0.04571201685814419,0.10438219395241422,9.554061081803008
Portfolio 1,2009-09-30,0.04621098316808987,0.03545743024039161,0.010753552927698265,0.40604346486049936,0.04571201685814419,0.1142894503802323,9.43588901943643
Portfolio 1,2009-10-31,-0.0038968710896229537,-0.019225400644769408,0.015328529555146454,0.41963591745788675,0.04571201685814419,0.1189331086114862,9.415285631751717
Portfolio 1,2009-11-30,0.07790164228691665,0.06160672628796804,0.01629491599894861,0.4681475542914397,0.04571201685814419,0.11961473864231553,9.409237191771675
Portfolio 1,2009-12-31,-0.004674423805917506,0.019100890613287902,-0.02377531441920541,0.44145279367220325,0.04571201685814419,0.1191702972552956,9.432547558229091
Portfolio 1,2010-01-31,-0.03171629348481014,-0.036342203781491444,0.0046259102966813015,0.4323107873741501,0.059531889711181174,0.11773531156411343,9.429576290455897
Portfolio 1,2010-02-28,0.03332630611908866,0.031194430292216246,0.002131875826872416,0.4488761311383318,0.059531889711181174,0.11390121487780613,9.421875386658243
Portfolio 1,2010-03-31,0.03902385569178141,0.06087994700400157,-0.021856091312220154,0.4435787140262062,0.059531889711181174,0.1118393395039533,9.526863120306755
Portfolio 1,2010-04-30,0.030671880884545998,0.015470067479121719,0.015201813405424279,0.474018450996029,0.059531889711181174,0.11862367823407005,9.487069290421063
Portfolio 1,2010-05-31,-0.03392641462177255,-0.07945461872849202,0.04552820410671947,0.5091341665535447,0.059531889711181174,0.1385021549908212,9.523539869030937
Portfolio 1,2010-06-30,-0.023335297555901083,-0.05174109753882761,0.028405799982926524,0.5266582986996383,0.059531889711181174,0.1451006478921405,9.570275475773405
Portfolio 1,2010-07-31,0.02791343947032271,0.0683009102723926,-0.04038747080206989,0.5017143002418147,0.059531889711181174,0.12502113711704588,9.954305158930708
Portfolio 1,2010-08-31,-0.008409517446326599,-0.04498058992727216,0.036571072480945564,0.535845652440206,0.059531889711181174,0.13391000158269772,10.070770752625311
Portfolio 1,2010-09-30,0.08070859896540242,0.08955476059687517,-0.008846161631472754,0.5702336777089827,0.059531889711181174,0.12635866584063182,10.113746200732226
Portfolio 1,2010-10-31,0.041513803791712135,0.03820126486534692,0.0033125389263652175,0.5975208105238281,0.059531889711181174,0.1170135792560052,10.018926570851338
Portfolio 1,2010-11-30,0.0049182697039149344,0.0,0.0049182697039149344,0.6060312928081695,0.059531889711181174,0.11812623093954422,10.02008456462092
Portfolio 1,2010-12-31,0.038206823195270675,0.0668529154881512,-0.028646092292880523,0.5967337950280829,0.059531889711181174,0.101364114854825,10.182417213649554
Portfolio 1,2011-01-31,-0.0036871850166894436,0.023300186728707484,-0.026987371745396928,0.5619167085295649,0.049487605071340424,0.07845600820253984,10.146796576838339
